STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",12,4779736,5730,0.2511,2.0942
Alabama,"Manufacturing, Nondurable Goods",4,4779736,5730,0.0837,0.6981
Alabama,"Transportation, Communications, Utilities",6,4779736,5730,0.1255,1.0471
Alabama,"Finance, Insurance, Real Estate",3,4779736,5730,0.0628,0.5236
Alabama,Services,1,4779736,5730,0.0209,0.1745
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,Retail Trade,0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alabama,Wholesale,0,4779736,5730,0,0
Alaska,"Transportation, Communications, Utilities",1,710231,257,0.1408,3.8911
Alaska,"Oil & Gas Extraction, Mining",0,710231,257,0,0
Alaska,"Manufacturing, Durable Goods",0,710231,257,0,0
Alaska,"Manufacturing, Nondurable Goods",0,710231,257,0,0
Alaska,Retail Trade,0,710231,257,0,0
Alaska,"Finance, Insurance, Real Estate",0,710231,257,0,0
Alaska,Services,0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",1,6392017,7456,0.0156,0.1341
Arizona,"Manufacturing, Durable Goods",10,6392017,7456,0.1564,1.3412
Arizona,"Manufacturing, Nondurable Goods",2,6392017,7456,0.0313,0.2682
Arizona,"Transportation, Communications, Utilities",3,6392017,7456,0.0469,0.4024
Arizona,Retail Trade,1,6392017,7456,0.0156,0.1341
Arizona,"Finance, Insurance, Real Estate",5,6392017,7456,0.0782,0.6706
Arizona,Services,5,6392017,7456,0.0782,0.6706
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arizona,Construction,0,6392017,7456,0,0
Arizona,Wholesale,0,6392017,7456,0,0
Arkansas,"Manufacturing, Durable Goods",4,2915918,2052,0.1372,1.9493
Arkansas,"Manufacturing, Nondurable Goods",8,2915918,2052,0.2744,3.8986
Arkansas,"Transportation, Communications, Utilities",8,2915918,2052,0.2744,3.8986
Arkansas,"Finance, Insurance, Real Estate",1,2915918,2052,0.0343,0.4873
Arkansas,Services,1,2915918,2052,0.0343,0.4873
Arkansas,"Oil & Gas Extraction, Mining",0,2915918,2052,0,0
Arkansas,Retail Trade,0,2915918,2052,0,0
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
Arkansas,Wholesale,0,2915918,2052,0,0
California,"Manufacturing, Durable Goods",55,37253956,40228,0.1476,1.3672
California,"Manufacturing, Nondurable Goods",11,37253956,40228,0.0295,0.2734
California,"Transportation, Communications, Utilities",41,37253956,40228,0.1101,1.0192
California,Retail Trade,7,37253956,40228,0.0188,0.174
California,"Finance, Insurance, Real Estate",22,37253956,40228,0.0591,0.5469
California,Services,80,37253956,40228,0.2147,1.9887
California,Construction,1,37253956,40228,0.0027,0.0249
California,"Oil & Gas Extraction, Mining",0,37253956,40228,0,0
