STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",56,4779736,5730,1.1716,9.7731
Alabama,"Manufacturing, Nondurable Goods",15,4779736,5730,0.3138,2.6178
Alabama,"Transportation, Communications, Utilities",33,4779736,5730,0.6904,5.7592
Alabama,Retail Trade,7,4779736,5730,0.1465,1.2216
Alabama,"Finance, Insurance, Real Estate",2,4779736,5730,0.0418,0.349
Alabama,Services,11,4779736,5730,0.2301,1.9197
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alabama,Wholesale,0,4779736,5730,0,0
Alaska,"Oil & Gas Extraction, Mining",1,710231,257,0.1408,3.8911
Alaska,Retail Trade,1,710231,257,0.1408,3.8911
Alaska,Services,1,710231,257,0.1408,3.8911
Alaska,"Manufacturing, Durable Goods",0,710231,257,0,0
Alaska,"Manufacturing, Nondurable Goods",0,710231,257,0,0
Alaska,"Transportation, Communications, Utilities",0,710231,257,0,0
Alaska,"Finance, Insurance, Real Estate",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",10,6392017,7456,0.1564,1.3412
Arizona,"Manufacturing, Durable Goods",48,6392017,7456,0.7509,6.4378
Arizona,"Manufacturing, Nondurable Goods",8,6392017,7456,0.1252,1.073
Arizona,"Transportation, Communications, Utilities",28,6392017,7456,0.438,3.7554
Arizona,Retail Trade,19,6392017,7456,0.2972,2.5483
Arizona,"Finance, Insurance, Real Estate",81,6392017,7456,1.2672,10.8637
Arizona,Services,72,6392017,7456,1.1264,9.6567
Arizona,Construction,3,6392017,7456,0.0469,0.4024
Arizona,Wholesale,1,6392017,7456,0.0156,0.1341
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arkansas,"Oil & Gas Extraction, Mining",1,2915918,2052,0.0343,0.4873
Arkansas,"Manufacturing, Durable Goods",8,2915918,2052,0.2744,3.8986
Arkansas,"Manufacturing, Nondurable Goods",27,2915918,2052,0.926,13.1579
Arkansas,"Transportation, Communications, Utilities",12,2915918,2052,0.4115,5.848
Arkansas,Retail Trade,4,2915918,2052,0.1372,1.9493
Arkansas,Services,4,2915918,2052,0.1372,1.9493
Arkansas,Wholesale,1,2915918,2052,0.0343,0.4873
Arkansas,"Finance, Insurance, Real Estate",0,2915918,2052,0,0
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",4,37253956,40228,0.0107,0.0994
California,"Manufacturing, Durable Goods",102,37253956,40228,0.2738,2.5355
California,"Manufacturing, Nondurable Goods",56,37253956,40228,0.1503,1.3921
California,"Transportation, Communications, Utilities",182,37253956,40228,0.4885,4.5242000000000004
California,Retail Trade,51,37253956,40228,0.1369,1.2678
California,"Finance, Insurance, Real Estate",99,37253956,40228,0.2657,2.461
California,Services,312,37253956,40228,0.8375,7.7558
California,Construction,5,37253956,40228,0.0134,0.1243
California,Wholesale,2,37253956,40228,0.0054,0.0497
California,"Agriculture, Forestry, Fishing",0,37253956,40228,0,0
Colorado,"Oil & Gas Extraction, Mining",4,5029196,3198,0.0795,1.2508
Colorado,"Manufacturing, Durable Goods",40,5029196,3198,0.7954,12.5078
Colorado,"Manufacturing, Nondurable Goods",11,5029196,3198,0.2187,3.4396
Colorado,"Transportation, Communications, Utilities",29,5029196,3198,0.5766,9.0682
Colorado,Retail Trade,13,5029196,3198,0.2585,4.065
Colorado,"Finance, Insurance, Real Estate",18,5029196,3198,0.3579,5.6285
Colorado,Services,28,5029196,3198,0.5567,8.7555
Colorado,"Agriculture, Forestry, Fishing",0,5029196,3198,0,0
Colorado,Construction,0,5029196,3198,0,0
Colorado,Wholesale,0,5029196,3198,0,0
Connecticut,"Manufacturing, Durable Goods",53,3574097,3431,1.4829,15.4474
Connecticut,"Manufacturing, Nondurable Goods",17,3574097,3431,0.4756,4.9548
Connecticut,"Transportation, Communications, Utilities",37,3574097,3431,1.0352,10.784
Connecticut,Retail Trade,17,3574097,3431,0.4756,4.9548
Connecticut,"Finance, Insurance, Real Estate",32,3574097,3431,0.8953,9.3267
Connecticut,Services,24,3574097,3431,0.6715,6.995
Connecticut,"Agriculture, Forestry, Fishing",2,3574097,3431,0.056,0.5829
Connecticut,Construction,2,3574097,3431,0.056,0.5829
Connecticut,Wholesale,3,3574097,3431,0.0839,0.8744
Connecticut,"Oil & Gas Extraction, Mining",0,3574097,3431,0,0
Delaware,"Manufacturing, Durable Goods",17,897934,2088,1.8932,8.1418
Delaware,"Manufacturing, Nondurable Goods",2,897934,2088,0.2227,0.9579
Delaware,"Transportation, Communications, Utilities",7,897934,2088,0.7796,3.3525
Delaware,"Finance, Insurance, Real Estate",14,897934,2088,1.5591,6.705
Delaware,Services,1,897934,2088,0.1114,0.4789
Delaware,Wholesale,1,897934,2088,0.1114,0.4789
Delaware,"Oil & Gas Extraction, Mining",0,897934,2088,0,0
Delaware,Retail Trade,0,897934,2088,0,0
Delaware,"Agriculture, Forestry, Fishing",0,897934,2088,0,0
Delaware,Construction,0,897934,2088,0,0
Florida,"Manufacturing, Durable Goods",149,18801310,14966,0.7925,9.9559
Florida,"Manufacturing, Nondurable Goods",76,18801310,14966,0.4042,5.0782
Florida,"Transportation, Communications, Utilities",230,18801310,14966,1.2233,15.3682
Florida,Retail Trade,57,18801310,14966,0.3032,3.8086
Florida,"Finance, Insurance, Real Estate",152,18801310,14966,0.8085,10.1564
Florida,Services,81,18801310,14966,0.4308,5.4123
Florida,Construction,1,18801310,14966,0.0053,0.0668
Florida,Wholesale,8,18801310,14966,0.0426,0.5345
Florida,"Oil & Gas Extraction, Mining",0,18801310,14966,0,0
Florida,"Agriculture, Forestry, Fishing",0,18801310,14966,0,0
Georgia,"Manufacturing, Durable Goods",74,9687653,22416,0.7639,3.3012
Georgia,"Manufacturing, Nondurable Goods",51,9687653,22416,0.5264,2.2752
Georgia,"Transportation, Communications, Utilities",113,9687653,22416,1.1664,5.041
Georgia,Retail Trade,19,9687653,22416,0.1961,0.8476
Georgia,"Finance, Insurance, Real Estate",37,9687653,22416,0.3819,1.6506
Georgia,Services,43,9687653,22416,0.4439,1.9183
Georgia,"Oil & Gas Extraction, Mining",0,9687653,22416,0,0
Georgia,"Agriculture, Forestry, Fishing",0,9687653,22416,0,0
Georgia,Construction,0,9687653,22416,0,0
Georgia,Wholesale,0,9687653,22416,0,0
Hawaii,"Oil & Gas Extraction, Mining",0,1360301,85,0,0
Hawaii,"Manufacturing, Durable Goods",0,1360301,85,0,0
Hawaii,"Manufacturing, Nondurable Goods",0,1360301,85,0,0
Hawaii,"Transportation, Communications, Utilities",0,1360301,85,0,0
Hawaii,Retail Trade,0,1360301,85,0,0
Hawaii,"Finance, Insurance, Real Estate",0,1360301,85,0,0
Hawaii,Services,0,1360301,85,0,0
Hawaii,"Agriculture, Forestry, Fishing",0,1360301,85,0,0
Hawaii,Construction,0,1360301,85,0,0
Hawaii,Wholesale,0,1360301,85,0,0
Idaho,"Manufacturing, Durable Goods",11,1567582,569,0.7017,19.3322
Idaho,"Manufacturing, Nondurable Goods",1,1567582,569,0.0638,1.7575
Idaho,"Transportation, Communications, Utilities",10,1567582,569,0.6379,17.5747
Idaho,Retail Trade,1,1567582,569,0.0638,1.7575
Idaho,"Finance, Insurance, Real Estate",8,1567582,569,0.5103,14.0598
Idaho,Services,5,1567582,569,0.319,8.7873
Idaho,"Oil & Gas Extraction, Mining",0,1567582,569,0,0
Idaho,"Agriculture, Forestry, Fishing",0,1567582,569,0,0
Idaho,Construction,0,1567582,569,0,0
Idaho,Wholesale,0,1567582,569,0,0
Illinois,"Oil & Gas Extraction, Mining",1,12830632,10670,0.0078,0.0937
Illinois,"Manufacturing, Durable Goods",114,12830632,10670,0.8885,10.6842
Illinois,"Manufacturing, Nondurable Goods",49,12830632,10670,0.3819,4.5923
Illinois,"Transportation, Communications, Utilities",82,12830632,10670,0.6391,7.6851
Illinois,Retail Trade,23,12830632,10670,0.1793,2.1556
Illinois,"Finance, Insurance, Real Estate",55,12830632,10670,0.4287,5.1546
Illinois,Services,25,12830632,10670,0.1948,2.343
Illinois,Wholesale,1,12830632,10670,0.0078,0.0937
Illinois,"Agriculture, Forestry, Fishing",0,12830632,10670,0,0
Illinois,Construction,0,12830632,10670,0,0
Indiana,"Oil & Gas Extraction, Mining",5,6483802,7465,0.0771,0.6698
Indiana,"Manufacturing, Durable Goods",182,6483802,7465,2.807,24.3804
Indiana,"Manufacturing, Nondurable Goods",22,6483802,7465,0.3393,2.9471
Indiana,"Transportation, Communications, Utilities",43,6483802,7465,0.6632,5.7602
Indiana,Retail Trade,16,6483802,7465,0.2468,2.1433
Indiana,"Finance, Insurance, Real Estate",20,6483802,7465,0.3085,2.6792
Indiana,Services,16,6483802,7465,0.2468,2.1433
Indiana,Wholesale,2,6483802,7465,0.0308,0.2679
Indiana,"Agriculture, Forestry, Fishing",0,6483802,7465,0,0
Indiana,Construction,0,6483802,7465,0,0
Iowa,"Manufacturing, Durable Goods",16,3046355,1738,0.5252,9.206
Iowa,"Manufacturing, Nondurable Goods",28,3046355,1738,0.9191,16.1105
Iowa,"Transportation, Communications, Utilities",8,3046355,1738,0.2626,4.603
Iowa,Retail Trade,4,3046355,1738,0.1313,2.3015
Iowa,"Finance, Insurance, Real Estate",6,3046355,1738,0.197,3.4522
Iowa,Services,17,3046355,1738,0.558,9.7814
Iowa,"Oil & Gas Extraction, Mining",0,3046355,1738,0,0
Iowa,"Agriculture, Forestry, Fishing",0,3046355,1738,0,0
Iowa,Construction,0,3046355,1738,0,0
Iowa,Wholesale,0,3046355,1738,0,0
Kansas,"Oil & Gas Extraction, Mining",8,2853118,2026,0.2804,3.9487
Kansas,"Manufacturing, Durable Goods",48,2853118,2026,1.6824,23.692
Kansas,"Manufacturing, Nondurable Goods",16,2853118,2026,0.5608,7.8973
Kansas,"Transportation, Communications, Utilities",36,2853118,2026,1.2618,17.769
Kansas,Retail Trade,9,2853118,2026,0.3154,4.4423
Kansas,"Finance, Insurance, Real Estate",16,2853118,2026,0.5608,7.8973
Kansas,Services,18,2853118,2026,0.6309,8.8845
Kansas,"Agriculture, Forestry, Fishing",0,2853118,2026,0,0
Kansas,Construction,0,2853118,2026,0,0
Kansas,Wholesale,0,2853118,2026,0,0
Kentucky,"Manufacturing, Durable Goods",59,4339367,3823,1.3596,15.4329
Kentucky,"Manufacturing, Nondurable Goods",13,4339367,3823,0.2996,3.4005
Kentucky,"Transportation, Communications, Utilities",12,4339367,3823,0.2765,3.1389
Kentucky,Retail Trade,6,4339367,3823,0.1383,1.5694
Kentucky,"Finance, Insurance, Real Estate",8,4339367,3823,0.1844,2.0926
Kentucky,Services,16,4339367,3823,0.36870000000000003,4.1852
Kentucky,"Oil & Gas Extraction, Mining",0,4339367,3823,0,0
Kentucky,"Agriculture, Forestry, Fishing",0,4339367,3823,0,0
Kentucky,Construction,0,4339367,3823,0,0
Kentucky,Wholesale,0,4339367,3823,0,0
Louisiana,"Oil & Gas Extraction, Mining",9,4533372,2935,0.1985,3.0664
Louisiana,"Manufacturing, Durable Goods",27,4533372,2935,0.5956,9.1993
Louisiana,"Manufacturing, Nondurable Goods",9,4533372,2935,0.1985,3.0664
Louisiana,"Transportation, Communications, Utilities",15,4533372,2935,0.3309,5.1107
Louisiana,Retail Trade,2,4533372,2935,0.0441,0.6814
Louisiana,"Finance, Insurance, Real Estate",15,4533372,2935,0.3309,5.1107
Louisiana,Services,7,4533372,2935,0.1544,2.385
Louisiana,"Agriculture, Forestry, Fishing",0,4533372,2935,0,0
Louisiana,Construction,0,4533372,2935,0,0
Louisiana,Wholesale,0,4533372,2935,0,0
Maine,"Manufacturing, Durable Goods",4,1328361,548,0.3011,7.2993
Maine,"Transportation, Communications, Utilities",4,1328361,548,0.3011,7.2993
Maine,Retail Trade,1,1328361,548,0.0753,1.8248
Maine,"Finance, Insurance, Real Estate",6,1328361,548,0.4517,10.9489
Maine,Services,1,1328361,548,0.0753,1.8248
Maine,Construction,2,1328361,548,0.1506,3.6496
Maine,"Oil & Gas Extraction, Mining",0,1328361,548,0,0
Maine,"Manufacturing, Nondurable Goods",0,1328361,548,0,0
Maine,"Agriculture, Forestry, Fishing",0,1328361,548,0,0
Maine,Wholesale,0,1328361,548,0,0
Maryland,"Manufacturing, Durable Goods",44,5773552,4495,0.7621,9.7887
Maryland,"Manufacturing, Nondurable Goods",5,5773552,4495,0.0866,1.1123
Maryland,"Transportation, Communications, Utilities",57,5773552,4495,0.9873,12.6808
Maryland,Retail Trade,6,5773552,4495,0.1039,1.3348
Maryland,"Finance, Insurance, Real Estate",19,5773552,4495,0.3291,4.2269
Maryland,Services,3,5773552,4495,0.052,0.6674
Maryland,Wholesale,2,5773552,4495,0.0346,0.4449
Maryland,"Oil & Gas Extraction, Mining",0,5773552,4495,0,0
Maryland,"Agriculture, Forestry, Fishing",0,5773552,4495,0,0
Maryland,Construction,0,5773552,4495,0,0
Massachusetts,"Oil & Gas Extraction, Mining",1,6547629,5945,0.0153,0.1682
Massachusetts,"Manufacturing, Durable Goods",53,6547629,5945,0.8095,8.9151
Massachusetts,"Manufacturing, Nondurable Goods",13,6547629,5945,0.1985,2.1867
Massachusetts,"Transportation, Communications, Utilities",108,6547629,5945,1.6495,18.1665
Massachusetts,Retail Trade,14,6547629,5945,0.2138,2.3549
Massachusetts,"Finance, Insurance, Real Estate",58,6547629,5945,0.8858,9.7561
Massachusetts,Services,133,6547629,5945,2.0313,22.3717
Massachusetts,Wholesale,2,6547629,5945,0.0305,0.3364
Massachusetts,"Agriculture, Forestry, Fishing",0,6547629,5945,0,0
Massachusetts,Construction,0,6547629,5945,0,0
Michigan,"Oil & Gas Extraction, Mining",3,9883640,23231,0.0304,0.1291
Michigan,"Manufacturing, Durable Goods",668,9883640,23231,6.7586,28.7547
Michigan,"Manufacturing, Nondurable Goods",30,9883640,23231,0.3035,1.2914
Michigan,"Transportation, Communications, Utilities",52,9883640,23231,0.5261,2.2384
Michigan,Retail Trade,15,9883640,23231,0.1518,0.6457
Michigan,"Finance, Insurance, Real Estate",20,9883640,23231,0.2024,0.8609
Michigan,Services,202,9883640,23231,2.0438,8.6953
Michigan,"Agriculture, Forestry, Fishing",0,9883640,23231,0,0
Michigan,Construction,0,9883640,23231,0,0
Michigan,Wholesale,0,9883640,23231,0,0
Minnesota,"Oil & Gas Extraction, Mining",2,5303925,2775,0.0377,0.7207
Minnesota,"Manufacturing, Durable Goods",31,5303925,2775,0.5845,11.1712
Minnesota,"Manufacturing, Nondurable Goods",29,5303925,2775,0.5468,10.4505
Minnesota,"Transportation, Communications, Utilities",40,5303925,2775,0.7542,14.4144
Minnesota,Retail Trade,29,5303925,2775,0.5468,10.4505
Minnesota,"Finance, Insurance, Real Estate",50,5303925,2775,0.9427,18.018
Minnesota,Services,35,5303925,2775,0.6599,12.6126
Minnesota,Wholesale,1,5303925,2775,0.0189,0.3604
Minnesota,"Agriculture, Forestry, Fishing",0,5303925,2775,0,0
Minnesota,Construction,0,5303925,2775,0,0
Mississippi,"Oil & Gas Extraction, Mining",2,2967297,4220,0.0674,0.4739
Mississippi,"Manufacturing, Durable Goods",22,2967297,4220,0.7414,5.2133
Mississippi,"Manufacturing, Nondurable Goods",15,2967297,4220,0.5055,3.5545
Mississippi,"Transportation, Communications, Utilities",18,2967297,4220,0.6066,4.2654
Mississippi,Retail Trade,4,2967297,4220,0.1348,0.9479
Mississippi,"Finance, Insurance, Real Estate",3,2967297,4220,0.1011,0.7109
Mississippi,Services,11,2967297,4220,0.3707,2.6066
Mississippi,"Agriculture, Forestry, Fishing",0,2967297,4220,0,0
Mississippi,Construction,0,2967297,4220,0,0
Mississippi,Wholesale,0,2967297,4220,0,0
Missouri,"Manufacturing, Durable Goods",88,5988927,8960,1.4694,9.8214
Missouri,"Manufacturing, Nondurable Goods",26,5988927,8960,0.4341,2.9018
Missouri,"Transportation, Communications, Utilities",42,5988927,8960,0.7013,4.6875
Missouri,Retail Trade,10,5988927,8960,0.167,1.1161
Missouri,"Finance, Insurance, Real Estate",32,5988927,8960,0.5343,3.5714
Missouri,Services,17,5988927,8960,0.2839,1.8973
Missouri,Wholesale,2,5988927,8960,0.0334,0.2232
Missouri,"Oil & Gas Extraction, Mining",0,5988927,8960,0,0
Missouri,"Agriculture, Forestry, Fishing",0,5988927,8960,0,0
Missouri,Construction,0,5988927,8960,0,0
Montana,"Oil & Gas Extraction, Mining",3,989415,290,0.3032,10.3448
Montana,"Manufacturing, Durable Goods",2,989415,290,0.2021,6.8966
Montana,"Manufacturing, Nondurable Goods",3,989415,290,0.3032,10.3448
Montana,"Transportation, Communications, Utilities",5,989415,290,0.5053,17.2414
Montana,Retail Trade,1,989415,290,0.1011,3.4483
Montana,"Finance, Insurance, Real Estate",3,989415,290,0.3032,10.3448
Montana,Services,3,989415,290,0.3032,10.3448
Montana,"Agriculture, Forestry, Fishing",0,989415,290,0,0
Montana,Construction,0,989415,290,0,0
Montana,Wholesale,0,989415,290,0,0
Nebraska,"Manufacturing, Durable Goods",6,1826341,988,0.3285,6.0729
Nebraska,"Manufacturing, Nondurable Goods",15,1826341,988,0.8213,15.1822
Nebraska,"Transportation, Communications, Utilities",5,1826341,988,0.2738,5.0607
Nebraska,Retail Trade,1,1826341,988,0.0548,1.0121
Nebraska,"Finance, Insurance, Real Estate",4,1826341,988,0.219,4.0486
Nebraska,Services,4,1826341,988,0.219,4.0486
Nebraska,Wholesale,1,1826341,988,0.0548,1.0121
Nebraska,"Oil & Gas Extraction, Mining",0,1826341,988,0,0
Nebraska,"Agriculture, Forestry, Fishing",0,1826341,988,0,0
Nebraska,Construction,0,1826341,988,0,0
Nevada,"Manufacturing, Durable Goods",8,2700551,2031,0.2962,3.9389
Nevada,"Manufacturing, Nondurable Goods",7,2700551,2031,0.2592,3.4466
Nevada,"Transportation, Communications, Utilities",4,2700551,2031,0.1481,1.9695
Nevada,Retail Trade,9,2700551,2031,0.3333,4.4313
Nevada,"Finance, Insurance, Real Estate",8,2700551,2031,0.2962,3.9389
Nevada,Services,14,2700551,2031,0.5184,6.8932
Nevada,Wholesale,2,2700551,2031,0.0741,0.9847
Nevada,"Oil & Gas Extraction, Mining",0,2700551,2031,0,0
Nevada,"Agriculture, Forestry, Fishing",0,2700551,2031,0,0
Nevada,Construction,0,2700551,2031,0,0
New Hampshire,"Manufacturing, Durable Goods",7,1316470,735,0.5317,9.5238
New Hampshire,"Manufacturing, Nondurable Goods",2,1316470,735,0.1519,2.7211
New Hampshire,"Transportation, Communications, Utilities",12,1316470,735,0.9115,16.3265
New Hampshire,"Finance, Insurance, Real Estate",7,1316470,735,0.5317,9.5238
New Hampshire,Services,4,1316470,735,0.3038,5.4422
New Hampshire,"Oil & Gas Extraction, Mining",0,1316470,735,0,0
New Hampshire,Retail Trade,0,1316470,735,0,0
New Hampshire,"Agriculture, Forestry, Fishing",0,1316470,735,0,0
New Hampshire,Construction,0,1316470,735,0,0
New Hampshire,Wholesale,0,1316470,735,0,0
New Jersey,"Oil & Gas Extraction, Mining",3,8791894,6690,0.0341,0.4484
New Jersey,"Manufacturing, Durable Goods",36,8791894,6690,0.4095,5.3812
New Jersey,"Manufacturing, Nondurable Goods",48,8791894,6690,0.546,7.1749
New Jersey,"Transportation, Communications, Utilities",112,8791894,6690,1.2739,16.7414
New Jersey,Retail Trade,20,8791894,6690,0.2275,2.9895
New Jersey,"Finance, Insurance, Real Estate",80,8791894,6690,0.9099,11.9581
New Jersey,Services,21,8791894,6690,0.2389,3.139
New Jersey,Wholesale,2,8791894,6690,0.0227,0.299
New Jersey,"Agriculture, Forestry, Fishing",0,8791894,6690,0,0
New Jersey,Construction,0,8791894,6690,0,0
New Mexico,"Oil & Gas Extraction, Mining",2,2059179,508,0.0971,3.937
New Mexico,"Manufacturing, Durable Goods",6,2059179,508,0.2914,11.811
New Mexico,"Manufacturing, Nondurable Goods",1,2059179,508,0.0486,1.9685
New Mexico,"Transportation, Communications, Utilities",6,2059179,508,0.2914,11.811
New Mexico,"Finance, Insurance, Real Estate",6,2059179,508,0.2914,11.811
New Mexico,Retail Trade,0,2059179,508,0,0
New Mexico,Services,0,2059179,508,0,0
New Mexico,"Agriculture, Forestry, Fishing",0,2059179,508,0,0
New Mexico,Construction,0,2059179,508,0,0
New Mexico,Wholesale,0,2059179,508,0,0
New York,"Manufacturing, Durable Goods",102,19378102,9491,0.5264,10.747
New York,"Manufacturing, Nondurable Goods",20,19378102,9491,0.1032,2.1073
New York,"Transportation, Communications, Utilities",160,19378102,9491,0.8257,16.8581
New York,Retail Trade,31,19378102,9491,0.16,3.2663
New York,"Finance, Insurance, Real Estate",89,19378102,9491,0.4593,9.3773
New York,Services,41,19378102,9491,0.2116,4.3199
New York,"Oil & Gas Extraction, Mining",0,19378102,9491,0,0
New York,"Agriculture, Forestry, Fishing",0,19378102,9491,0,0
New York,Construction,0,19378102,9491,0,0
New York,Wholesale,0,19378102,9491,0,0
North Carolina,"Oil & Gas Extraction, Mining",1,9535483,5321,0.0105,0.1879
North Carolina,"Manufacturing, Durable Goods",44,9535483,5321,0.4614,8.2691
North Carolina,"Manufacturing, Nondurable Goods",36,9535483,5321,0.3775,6.7656
North Carolina,"Transportation, Communications, Utilities",49,9535483,5321,0.5139,9.2088
North Carolina,Retail Trade,16,9535483,5321,0.1678,3.007
North Carolina,"Finance, Insurance, Real Estate",41,9535483,5321,0.43,7.7053
North Carolina,Services,38,9535483,5321,0.3985,7.1415
North Carolina,Wholesale,1,9535483,5321,0.0105,0.1879
North Carolina,"Agriculture, Forestry, Fishing",0,9535483,5321,0,0
North Carolina,Construction,0,9535483,5321,0,0
North Dakota,"Oil & Gas Extraction, Mining",1,672591,264,0.1487,3.7879
North Dakota,"Manufacturing, Durable Goods",4,672591,264,0.5947,15.1515
North Dakota,"Manufacturing, Nondurable Goods",2,672591,264,0.2974,7.5758
North Dakota,"Transportation, Communications, Utilities",1,672591,264,0.1487,3.7879
North Dakota,Retail Trade,1,672591,264,0.1487,3.7879
North Dakota,"Finance, Insurance, Real Estate",1,672591,264,0.1487,3.7879
North Dakota,Services,2,672591,264,0.2974,7.5758
North Dakota,"Agriculture, Forestry, Fishing",0,672591,264,0,0
North Dakota,Construction,0,672591,264,0,0
North Dakota,Wholesale,0,672591,264,0,0
Ohio,"Oil & Gas Extraction, Mining",6,11536504,18596,0.052,0.3227
Ohio,"Manufacturing, Durable Goods",303,11536504,18596,2.6264,16.2938
Ohio,"Manufacturing, Nondurable Goods",26,11536504,18596,0.2254,1.3982
Ohio,"Transportation, Communications, Utilities",65,11536504,18596,0.5634,3.4954
Ohio,Retail Trade,15,11536504,18596,0.13,0.8066
Ohio,"Finance, Insurance, Real Estate",55,11536504,18596,0.4767,2.9576
Ohio,Services,68,11536504,18596,0.5894,3.6567
Ohio,Wholesale,2,11536504,18596,0.0173,0.1076
Ohio,"Agriculture, Forestry, Fishing",0,11536504,18596,0,0
Ohio,Construction,0,11536504,18596,0,0
Oklahoma,"Oil & Gas Extraction, Mining",4,3751351,2496,0.1066,1.6026
Oklahoma,"Manufacturing, Durable Goods",18,3751351,2496,0.4798,7.2115
Oklahoma,"Manufacturing, Nondurable Goods",7,3751351,2496,0.1866,2.8045
Oklahoma,"Transportation, Communications, Utilities",20,3751351,2496,0.5331,8.0128
Oklahoma,Retail Trade,1,3751351,2496,0.0267,0.4006
Oklahoma,"Finance, Insurance, Real Estate",4,3751351,2496,0.1066,1.6026
Oklahoma,Services,2,3751351,2496,0.0533,0.8013
Oklahoma,"Agriculture, Forestry, Fishing",0,3751351,2496,0,0
Oklahoma,Construction,0,3751351,2496,0,0
Oklahoma,Wholesale,0,3751351,2496,0,0
Oregon,"Manufacturing, Durable Goods",38,3831074,3046,0.9919,12.4754
Oregon,"Manufacturing, Nondurable Goods",8,3831074,3046,0.2088,2.6264
Oregon,"Transportation, Communications, Utilities",10,3831074,3046,0.261,3.283
Oregon,Retail Trade,12,3831074,3046,0.3132,3.9396
Oregon,"Finance, Insurance, Real Estate",9,3831074,3046,0.2349,2.9547
Oregon,Services,104,3831074,3046,2.7146,34.1431
Oregon,"Oil & Gas Extraction, Mining",0,3831074,3046,0,0
Oregon,"Agriculture, Forestry, Fishing",0,3831074,3046,0,0
Oregon,Construction,0,3831074,3046,0,0
Oregon,Wholesale,0,3831074,3046,0,0
Pennsylvania,"Oil & Gas Extraction, Mining",1,12702379,8980,0.0079,0.1114
Pennsylvania,"Manufacturing, Durable Goods",80,12702379,8980,0.6298,8.9087
Pennsylvania,"Manufacturing, Nondurable Goods",62,12702379,8980,0.4881,6.9042
Pennsylvania,"Transportation, Communications, Utilities",95,12702379,8980,0.7479,10.5791
Pennsylvania,Retail Trade,31,12702379,8980,0.244,3.4521
Pennsylvania,"Finance, Insurance, Real Estate",70,12702379,8980,0.5511,7.7951
Pennsylvania,Services,33,12702379,8980,0.2598,3.6748
Pennsylvania,Wholesale,1,12702379,8980,0.0079,0.1114
Pennsylvania,"Agriculture, Forestry, Fishing",0,12702379,8980,0,0
Pennsylvania,Construction,0,12702379,8980,0,0
Puerto Rico,"Oil & Gas Extraction, Mining",0,3725789,117,0,0
Puerto Rico,"Manufacturing, Durable Goods",0,3725789,117,0,0
Puerto Rico,"Manufacturing, Nondurable Goods",0,3725789,117,0,0
Puerto Rico,"Transportation, Communications, Utilities",0,3725789,117,0,0
Puerto Rico,Retail Trade,0,3725789,117,0,0
Puerto Rico,"Finance, Insurance, Real Estate",0,3725789,117,0,0
Puerto Rico,Services,0,3725789,117,0,0
Puerto Rico,"Agriculture, Forestry, Fishing",0,3725789,117,0,0
Puerto Rico,Construction,0,3725789,117,0,0
Puerto Rico,Wholesale,0,3725789,117,0,0
Rhode Island,"Oil & Gas Extraction, Mining",1,1052567,795,0.095,1.2579
Rhode Island,"Manufacturing, Durable Goods",14,1052567,795,1.3301,17.6101
Rhode Island,"Manufacturing, Nondurable Goods",2,1052567,795,0.19,2.5157
Rhode Island,"Transportation, Communications, Utilities",7,1052567,795,0.665,8.805
Rhode Island,Retail Trade,5,1052567,795,0.475,6.2893
Rhode Island,"Finance, Insurance, Real Estate",6,1052567,795,0.57,7.5472
Rhode Island,Services,22,1052567,795,2.0901,27.673
Rhode Island,"Agriculture, Forestry, Fishing",0,1052567,795,0,0
Rhode Island,Construction,0,1052567,795,0,0
Rhode Island,Wholesale,0,1052567,795,0,0
South Carolina,"Manufacturing, Durable Goods",30,4625364,2399,0.6486,12.5052
South Carolina,"Manufacturing, Nondurable Goods",10,4625364,2399,0.2162,4.1684
South Carolina,"Transportation, Communications, Utilities",21,4625364,2399,0.454,8.7536
South Carolina,Retail Trade,7,4625364,2399,0.1513,2.9179
South Carolina,"Finance, Insurance, Real Estate",12,4625364,2399,0.2594,5.0021
South Carolina,Services,11,4625364,2399,0.2378,4.5852
South Carolina,"Oil & Gas Extraction, Mining",0,4625364,2399,0,0
South Carolina,"Agriculture, Forestry, Fishing",0,4625364,2399,0,0
South Carolina,Construction,0,4625364,2399,0,0
South Carolina,Wholesale,0,4625364,2399,0,0
