STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",1,4779736,5730,0.0209,0.1745
Alabama,"Manufacturing, Nondurable Goods",1,4779736,5730,0.0209,0.1745
Alabama,"Transportation, Communications, Utilities",2,4779736,5730,0.0418,0.349
Alabama,"Finance, Insurance, Real Estate",1,4779736,5730,0.0209,0.1745
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,Retail Trade,0,4779736,5730,0,0
Alabama,Services,0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alabama,Wholesale,0,4779736,5730,0,0
Alaska,Services,1,710231,257,0.1408,3.8911
Alaska,"Oil & Gas Extraction, Mining",0,710231,257,0,0
Alaska,"Manufacturing, Durable Goods",0,710231,257,0,0
Alaska,"Manufacturing, Nondurable Goods",0,710231,257,0,0
Alaska,"Transportation, Communications, Utilities",0,710231,257,0,0
Alaska,Retail Trade,0,710231,257,0,0
Alaska,"Finance, Insurance, Real Estate",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Manufacturing, Durable Goods",5,6392017,7456,0.0782,0.6706
Arizona,"Transportation, Communications, Utilities",3,6392017,7456,0.0469,0.4024
Arizona,"Finance, Insurance, Real Estate",7,6392017,7456,0.1095,0.9388
Arizona,Services,9,6392017,7456,0.1408,1.2071
Arizona,"Oil & Gas Extraction, Mining",0,6392017,7456,0,0
Arizona,"Manufacturing, Nondurable Goods",0,6392017,7456,0,0
Arizona,Retail Trade,0,6392017,7456,0,0
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arizona,Construction,0,6392017,7456,0,0
Arizona,Wholesale,0,6392017,7456,0,0
Arkansas,"Manufacturing, Durable Goods",4,2915918,2052,0.1372,1.9493
Arkansas,"Manufacturing, Nondurable Goods",1,2915918,2052,0.0343,0.4873
Arkansas,"Transportation, Communications, Utilities",2,2915918,2052,0.0686,0.9747
Arkansas,Retail Trade,1,2915918,2052,0.0343,0.4873
Arkansas,"Oil & Gas Extraction, Mining",0,2915918,2052,0,0
Arkansas,"Finance, Insurance, Real Estate",0,2915918,2052,0,0
Arkansas,Services,0,2915918,2052,0,0
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
Arkansas,Wholesale,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",1,37253956,40228,0.0027,0.0249
California,"Manufacturing, Durable Goods",8,37253956,40228,0.0215,0.1989
California,"Transportation, Communications, Utilities",6,37253956,40228,0.0161,0.1491
California,Retail Trade,5,37253956,40228,0.0134,0.1243
California,"Finance, Insurance, Real Estate",1,37253956,40228,0.0027,0.0249
California,Services,37,37253956,40228,0.0993,0.9198
California,"Manufacturing, Nondurable Goods",0,37253956,40228,0,0
California,"Agriculture, Forestry, Fishing",0,37253956,40228,0,0
California,Construction,0,37253956,40228,0,0
California,Wholesale,0,37253956,40228,0,0
Colorado,"Transportation, Communications, Utilities",7,5029196,3198,0.1392,2.1889
Colorado,Retail Trade,1,5029196,3198,0.0199,0.3127
Colorado,Services,4,5029196,3198,0.0795,1.2508
Colorado,"Oil & Gas Extraction, Mining",0,5029196,3198,0,0
Colorado,"Manufacturing, Durable Goods",0,5029196,3198,0,0
Colorado,"Manufacturing, Nondurable Goods",0,5029196,3198,0,0
Colorado,"Finance, Insurance, Real Estate",0,5029196,3198,0,0
Colorado,"Agriculture, Forestry, Fishing",0,5029196,3198,0,0
Colorado,Construction,0,5029196,3198,0,0
Colorado,Wholesale,0,5029196,3198,0,0
Connecticut,"Manufacturing, Durable Goods",1,3574097,3431,0.028,0.2915
Connecticut,"Manufacturing, Nondurable Goods",1,3574097,3431,0.028,0.2915
Connecticut,"Transportation, Communications, Utilities",1,3574097,3431,0.028,0.2915
Connecticut,Services,6,3574097,3431,0.1679,1.7488
Connecticut,Construction,2,3574097,3431,0.056,0.5829
Connecticut,"Oil & Gas Extraction, Mining",0,3574097,3431,0,0
Connecticut,Retail Trade,0,3574097,3431,0,0
Connecticut,"Finance, Insurance, Real Estate",0,3574097,3431,0,0
Connecticut,"Agriculture, Forestry, Fishing",0,3574097,3431,0,0
Connecticut,Wholesale,0,3574097,3431,0,0
Delaware,"Finance, Insurance, Real Estate",1,897934,2088,0.1114,0.4789
Delaware,"Oil & Gas Extraction, Mining",0,897934,2088,0,0
Delaware,"Manufacturing, Durable Goods",0,897934,2088,0,0
Delaware,"Manufacturing, Nondurable Goods",0,897934,2088,0,0
Delaware,"Transportation, Communications, Utilities",0,897934,2088,0,0
Delaware,Retail Trade,0,897934,2088,0,0
Delaware,Services,0,897934,2088,0,0
Delaware,"Agriculture, Forestry, Fishing",0,897934,2088,0,0
Delaware,Construction,0,897934,2088,0,0
Delaware,Wholesale,0,897934,2088,0,0
Florida,"Manufacturing, Durable Goods",12,18801310,14966,0.0638,0.8018
Florida,"Manufacturing, Nondurable Goods",1,18801310,14966,0.0053,0.0668
Florida,"Transportation, Communications, Utilities",10,18801310,14966,0.0532,0.6682
Florida,Retail Trade,8,18801310,14966,0.0426,0.5345
Florida,"Finance, Insurance, Real Estate",8,18801310,14966,0.0426,0.5345
Florida,Services,18,18801310,14966,0.0957,1.2027
