STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Active Full Time,68,4779736,5730,1.4227,11.8674
Alabama,Active Part Time or Seasonal,2,4779736,5730,0.0418,0.349
Alabama,Early Retiree,11,4779736,5730,0.2301,1.9197
Alabama,Medicare Eligible Retiree,1,4779736,5730,0.0209,0.1745
Alabama,COBRA Continuee,4,4779736,5730,0.0837,0.6981
Alabama,Long Term Disability,2,4779736,5730,0.0418,0.349
Alabama,Surviving Spouse/Depend.,1,4779736,5730,0.0209,0.1745
Alabama,Other/Unknown,4,4779736,5730,0.0837,0.6981
Alabama,Retiree (status unknown),0,4779736,5730,0,0
Alaska,Active Full Time,4,710231,257,0.5632,15.5642
Alaska,Other/Unknown,1,710231,257,0.1408,3.8911
Alaska,Active Part Time or Seasonal,0,710231,257,0,0
Alaska,Early Retiree,0,710231,257,0,0
Alaska,Medicare Eligible Retiree,0,710231,257,0,0
Alaska,Retiree (status unknown),0,710231,257,0,0
Alaska,COBRA Continuee,0,710231,257,0,0
Alaska,Long Term Disability,0,710231,257,0,0
Alaska,Surviving Spouse/Depend.,0,710231,257,0,0
Arizona,Active Full Time,104,6392017,7456,1.627,13.9485
Arizona,Active Part Time or Seasonal,2,6392017,7456,0.0313,0.2682
Arizona,Early Retiree,13,6392017,7456,0.2034,1.7436
Arizona,Medicare Eligible Retiree,1,6392017,7456,0.0156,0.1341
Arizona,COBRA Continuee,4,6392017,7456,0.0626,0.5365
Arizona,Long Term Disability,3,6392017,7456,0.0469,0.4024
Arizona,Surviving Spouse/Depend.,1,6392017,7456,0.0156,0.1341
Arizona,Other/Unknown,11,6392017,7456,0.1721,1.4753
Arizona,Retiree (status unknown),0,6392017,7456,0,0
Arkansas,Active Full Time,22,2915918,2052,0.7545,10.7212
Arkansas,Early Retiree,3,2915918,2052,0.1029,1.462
Arkansas,Medicare Eligible Retiree,2,2915918,2052,0.0686,0.9747
Arkansas,Other/Unknown,4,2915918,2052,0.1372,1.9493
Arkansas,Active Part Time or Seasonal,0,2915918,2052,0,0
Arkansas,Retiree (status unknown),0,2915918,2052,0,0
Arkansas,COBRA Continuee,0,2915918,2052,0,0
Arkansas,Long Term Disability,0,2915918,2052,0,0
Arkansas,Surviving Spouse/Depend.,0,2915918,2052,0,0
California,Active Full Time,331,37253956,40228,0.8885,8.2281
California,Active Part Time or Seasonal,5,37253956,40228,0.0134,0.1243
California,Early Retiree,17,37253956,40228,0.0456,0.4226
California,Medicare Eligible Retiree,3,37253956,40228,0.0081,0.0746
California,Retiree (status unknown),58,37253956,40228,0.1557,1.4418
