STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Salary Non-union,124,4779736,5730,2.5943,21.6405
Alabama,Salary Union,2,4779736,5730,0.0418,0.349
Alabama,Salary Other,33,4779736,5730,0.6904,5.7592
Alabama,Hourly Non-union,9,4779736,5730,0.1883,1.5707
Alabama,Hourly Other,4,4779736,5730,0.0837,0.6981
Alabama,Non-union,3,4779736,5730,0.0628,0.5236
Alabama,Union,1,4779736,5730,0.0209,0.1745
Alabama,Unknown,12,4779736,5730,0.2511,2.0942
Alabama,Hourly Union,0,4779736,5730,0,0
Alaska,Salary Non-union,16,710231,257,2.2528,62.2568
Alaska,Salary Union,2,710231,257,0.2816,7.7821
Alaska,Salary Other,1,710231,257,0.1408,3.8911
Alaska,Unknown,1,710231,257,0.1408,3.8911
Alaska,Hourly Non-union,0,710231,257,0,0
Alaska,Hourly Union,0,710231,257,0,0
Alaska,Hourly Other,0,710231,257,0,0
Alaska,Non-union,0,710231,257,0,0
Alaska,Union,0,710231,257,0,0
Arizona,Salary Non-union,397,6392017,7456,6.2109,53.2457
Arizona,Salary Union,9,6392017,7456,0.1408,1.2071
Arizona,Salary Other,18,6392017,7456,0.2816,2.4142
Arizona,Hourly Non-union,5,6392017,7456,0.0782,0.6706
Arizona,Hourly Union,12,6392017,7456,0.1877,1.6094
Arizona,Hourly Other,19,6392017,7456,0.2972,2.5483
Arizona,Non-union,2,6392017,7456,0.0313,0.2682
Arizona,Unknown,33,6392017,7456,0.5163,4.426
Arizona,Union,0,6392017,7456,0,0
Arkansas,Salary Non-union,56,2915918,2052,1.9205,27.2904
Arkansas,Salary Union,1,2915918,2052,0.0343,0.4873
Arkansas,Salary Other,8,2915918,2052,0.2744,3.8986
Arkansas,Hourly Non-union,3,2915918,2052,0.1029,1.462
Arkansas,Hourly Other,1,2915918,2052,0.0343,0.4873
Arkansas,Non-union,1,2915918,2052,0.0343,0.4873
Arkansas,Unknown,6,2915918,2052,0.2058,2.924
Arkansas,Hourly Union,0,2915918,2052,0,0
Arkansas,Union,0,2915918,2052,0,0
California,Salary Non-union,1870,37253956,40228,5.0196,46.485
California,Salary Union,11,37253956,40228,0.0295,0.2734
California,Salary Other,81,37253956,40228,0.2174,2.0135
California,Hourly Non-union,14,37253956,40228,0.0376,0.348
California,Hourly Union,376,37253956,40228,1.0093,9.3467
California,Hourly Other,35,37253956,40228,0.0939,0.87
California,Non-union,7,37253956,40228,0.0188,0.174
California,Union,4,37253956,40228,0.0107,0.0994
California,Unknown,95,37253956,40228,0.255,2.3615
Colorado,Salary Non-union,146,5029196,3198,2.903,45.6535
Colorado,Salary Union,7,5029196,3198,0.1392,2.1889
Colorado,Salary Other,8,5029196,3198,0.1591,2.5016
Colorado,Hourly Non-union,1,5029196,3198,0.0199,0.3127
Colorado,Hourly Union,2,5029196,3198,0.0398,0.6254
Colorado,Hourly Other,4,5029196,3198,0.0795,1.2508
Colorado,Non-union,1,5029196,3198,0.0199,0.3127
Colorado,Unknown,10,5029196,3198,0.1988,3.127
Colorado,Union,0,5029196,3198,0,0
Connecticut,Salary Non-union,148,3574097,3431,4.1409,43.1361
Connecticut,Salary Union,2,3574097,3431,0.056,0.5829
Connecticut,Salary Other,10,3574097,3431,0.2798,2.9146
Connecticut,Hourly Other,6,3574097,3431,0.1679,1.7488
Connecticut,Non-union,3,3574097,3431,0.0839,0.8744
Connecticut,Union,2,3574097,3431,0.056,0.5829
Connecticut,Unknown,15,3574097,3431,0.4197,4.3719
Connecticut,Hourly Non-union,0,3574097,3431,0,0
Connecticut,Hourly Union,0,3574097,3431,0,0
Delaware,Salary Non-union,63,897934,2088,7.0161,30.1724
Delaware,Salary Union,2,897934,2088,0.2227,0.9579
Delaware,Salary Other,27,897934,2088,3.0069,12.931
Delaware,Hourly Non-union,2,897934,2088,0.2227,0.9579
Delaware,Hourly Other,4,897934,2088,0.4455,1.9157
Delaware,Union,2,897934,2088,0.2227,0.9579
Delaware,Unknown,8,897934,2088,0.8909,3.8314
Delaware,Hourly Union,0,897934,2088,0,0
Delaware,Non-union,0,897934,2088,0,0
Florida,Salary Non-union,542,18801310,14966,2.8828,36.2154
Florida,Salary Union,18,18801310,14966,0.0957,1.2027
Florida,Salary Other,103,18801310,14966,0.5478,6.8823
Florida,Hourly Non-union,25,18801310,14966,0.133,1.6705
Florida,Hourly Union,4,18801310,14966,0.0213,0.2673
Florida,Hourly Other,26,18801310,14966,0.1383,1.7373
Florida,Non-union,7,18801310,14966,0.0372,0.4677
Florida,Union,5,18801310,14966,0.0266,0.3341
Florida,Unknown,59,18801310,14966,0.3138,3.9423
Georgia,Salary Non-union,691,9687653,22416,7.1328,30.8262
Georgia,Salary Union,10,9687653,22416,0.1032,0.4461
Georgia,Salary Other,114,9687653,22416,1.1768,5.0857
Georgia,Hourly Non-union,13,9687653,22416,0.1342,0.5799
Georgia,Hourly Union,2,9687653,22416,0.0206,0.0892
Georgia,Hourly Other,19,9687653,22416,0.1961,0.8476
Georgia,Non-union,4,9687653,22416,0.0413,0.1784
Georgia,Union,6,9687653,22416,0.0619,0.2677
Georgia,Unknown,39,9687653,22416,0.4026,1.7398
Hawaii,Hourly Union,2,1360301,85,0.147,23.5294
Hawaii,Unknown,1,1360301,85,0.0735,11.7647
Hawaii,Salary Non-union,0,1360301,85,0,0
Hawaii,Salary Union,0,1360301,85,0,0
Hawaii,Salary Other,0,1360301,85,0,0
Hawaii,Hourly Non-union,0,1360301,85,0,0
Hawaii,Hourly Other,0,1360301,85,0,0
Hawaii,Non-union,0,1360301,85,0,0
Hawaii,Union,0,1360301,85,0,0
Idaho,Salary Non-union,24,1567582,569,1.531,42.1793
Idaho,Salary Union,3,1567582,569,0.1914,5.2724
Idaho,Salary Other,2,1567582,569,0.1276,3.5149
Idaho,Hourly Union,2,1567582,569,0.1276,3.5149
Idaho,Non-union,2,1567582,569,0.1276,3.5149
Idaho,Unknown,3,1567582,569,0.1914,5.2724
Idaho,Hourly Non-union,0,1567582,569,0,0
Idaho,Hourly Other,0,1567582,569,0,0
Idaho,Union,0,1567582,569,0,0
Illinois,Salary Non-union,420,12830632,10670,3.2734,39.3627
Illinois,Salary Union,16,12830632,10670,0.1247,1.4995
Illinois,Salary Other,89,12830632,10670,0.6937,8.3411
Illinois,Hourly Non-union,21,12830632,10670,0.1637,1.9681
Illinois,Hourly Other,15,12830632,10670,0.1169,1.4058
Illinois,Non-union,6,12830632,10670,0.0468,0.5623
Illinois,Union,9,12830632,10670,0.0701,0.8435
Illinois,Unknown,52,12830632,10670,0.4053,4.8735
Illinois,Hourly Union,0,12830632,10670,0,0
Indiana,Salary Non-union,218,6483802,7465,3.3622,29.2029
Indiana,Salary Union,9,6483802,7465,0.1388,1.2056
Indiana,Salary Other,107,6483802,7465,1.6503,14.3336
Indiana,Hourly Non-union,25,6483802,7465,0.3856,3.349
Indiana,Hourly Other,3,6483802,7465,0.0463,0.4019
Indiana,Non-union,3,6483802,7465,0.0463,0.4019
Indiana,Union,11,6483802,7465,0.1697,1.4735
Indiana,Unknown,13,6483802,7465,0.2005,1.7415
Indiana,Hourly Union,0,6483802,7465,0,0
Iowa,Salary Non-union,91,3046355,1738,2.9872,52.359
Iowa,Salary Union,1,3046355,1738,0.0328,0.5754
Iowa,Salary Other,5,3046355,1738,0.1641,2.8769
Iowa,Hourly Non-union,2,3046355,1738,0.0657,1.1507
Iowa,Hourly Union,1,3046355,1738,0.0328,0.5754
Iowa,Hourly Other,3,3046355,1738,0.0985,1.7261
Iowa,Unknown,8,3046355,1738,0.2626,4.603
Iowa,Non-union,0,3046355,1738,0,0
Iowa,Union,0,3046355,1738,0,0
Kansas,Salary Non-union,70,2853118,2026,2.4535,34.5508
Kansas,Salary Union,4,2853118,2026,0.1402,1.9743
Kansas,Salary Other,4,2853118,2026,0.1402,1.9743
Kansas,Hourly Non-union,1,2853118,2026,0.035,0.4936
Kansas,Hourly Other,1,2853118,2026,0.035,0.4936
Kansas,Unknown,3,2853118,2026,0.1051,1.4808
Kansas,Hourly Union,0,2853118,2026,0,0
Kansas,Non-union,0,2853118,2026,0,0
Kansas,Union,0,2853118,2026,0,0
Kentucky,Salary Non-union,152,4339367,3823,3.5028,39.7594
Kentucky,Salary Union,4,4339367,3823,0.0922,1.0463
Kentucky,Salary Other,28,4339367,3823,0.6453,7.3241
Kentucky,Hourly Non-union,9,4339367,3823,0.2074,2.3542
Kentucky,Hourly Other,3,4339367,3823,0.0691,0.7847
Kentucky,Non-union,2,4339367,3823,0.0461,0.5231
Kentucky,Union,6,4339367,3823,0.1383,1.5694
Kentucky,Unknown,6,4339367,3823,0.1383,1.5694
Kentucky,Hourly Union,0,4339367,3823,0,0
Louisiana,Salary Non-union,99,4533372,2935,2.1838,33.7308
Louisiana,Salary Union,3,4533372,2935,0.0662,1.0221
Louisiana,Salary Other,23,4533372,2935,0.5073,7.8365
Louisiana,Hourly Non-union,5,4533372,2935,0.1103,1.7036
Louisiana,Hourly Union,3,4533372,2935,0.0662,1.0221
Louisiana,Hourly Other,5,4533372,2935,0.1103,1.7036
Louisiana,Non-union,1,4533372,2935,0.0221,0.3407
Louisiana,Unknown,10,4533372,2935,0.2206,3.4072
Louisiana,Union,0,4533372,2935,0,0
Maine,Salary Non-union,19,1328361,548,1.4303,34.6715
Maine,Salary Union,2,1328361,548,0.1506,3.6496
Maine,Salary Other,3,1328361,548,0.2258,5.4745
Maine,Non-union,1,1328361,548,0.0753,1.8248
Maine,Union,1,1328361,548,0.0753,1.8248
Maine,Unknown,2,1328361,548,0.1506,3.6496
