STATE,EESTATU,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Ohio,Salary Non-union,1696,11536504,51710,14.7012,32.7983
Ohio,Salary Union,72,11536504,51710,0.6241,1.3924
Ohio,Salary Other,932,11536504,51710,8.0787,18.0236
Ohio,Hourly Non-union,121,11536504,51710,1.0488,2.34
Ohio,Hourly Union,1,11536504,51710,0.0087,0.0193
Ohio,Hourly Other,57,11536504,51710,0.4941,1.1023
Ohio,Non-union,11,11536504,51710,0.0953,0.2127
Ohio,Union,76,11536504,51710,0.6588,1.4697
Ohio,Unknown,252,11536504,51710,2.1844,4.8733
Arkansas,Salary Non-union,248,2915918,6972,8.505,35.5709
Arkansas,Salary Union,4,2915918,6972,0.1372,0.5737
Arkansas,Salary Other,30,2915918,6972,1.0288,4.3029
Arkansas,Hourly Non-union,7,2915918,6972,0.2401,1.004
Arkansas,Hourly Union,9,2915918,6972,0.3087,1.2909
Arkansas,Hourly Other,7,2915918,6972,0.2401,1.004
Arkansas,Non-union,3,2915918,6972,0.1029,0.4303
Arkansas,Union,2,2915918,6972,0.0686,0.2869
Arkansas,Unknown,36,2915918,6972,1.2346,5.1635
New York,Salary Non-union,951,19378102,38153,4.9076,24.926
New York,Salary Union,28,19378102,38153,0.1445,0.7339
New York,Salary Other,263,19378102,38153,1.3572,6.8933
New York,Hourly Non-union,39,19378102,38153,0.2013,1.0222
New York,Hourly Union,2,19378102,38153,0.0103,0.0524
New York,Hourly Other,53,19378102,38153,0.2735,1.3891
New York,Non-union,16,19378102,38153,0.0826,0.4194
New York,Union,23,19378102,38153,0.1187,0.6028
New York,Unknown,85,19378102,38153,0.4386,2.2279
Pennsylvania,Salary Non-union,1052,12702379,29461,8.2819,35.7082
Pennsylvania,Salary Union,39,12702379,29461,0.307,1.3238
Pennsylvania,Salary Other,139,12702379,29461,1.0943,4.7181
Pennsylvania,Hourly Non-union,25,12702379,29461,0.1968,0.8486
Pennsylvania,Hourly Union,4,12702379,29461,0.0315,0.1358
Pennsylvania,Hourly Other,38,12702379,29461,0.2992,1.2898
Pennsylvania,Non-union,28,12702379,29461,0.2204,0.9504
Pennsylvania,Union,8,12702379,29461,0.063,0.2715
Pennsylvania,Unknown,94,12702379,29461,0.74,3.1907
Georgia,Salary Non-union,1846,9687653,68782,19.0552,26.8384
Georgia,Salary Union,22,9687653,68782,0.2271,0.3199
Georgia,Salary Other,329,9687653,68782,3.3961,4.7832
Georgia,Hourly Non-union,25,9687653,68782,0.2581,0.3635
Georgia,Hourly Union,4,9687653,68782,0.0413,0.0582
Georgia,Hourly Other,51,9687653,68782,0.5264,0.7415
Georgia,Non-union,22,9687653,68782,0.2271,0.3199
Georgia,Union,18,9687653,68782,0.1858,0.2617
Georgia,Unknown,122,9687653,68782,1.2593,1.7737
Indiana,Salary Non-union,709,6483802,20266,10.9349,34.9847
Indiana,Salary Union,19,6483802,20266,0.293,0.9375
Indiana,Salary Other,428,6483802,20266,6.6011,21.1191
Indiana,Hourly Non-union,75,6483802,20266,1.1567,3.7008
Indiana,Hourly Union,4,6483802,20266,0.0617,0.1974
Indiana,Hourly Other,10,6483802,20266,0.1542,0.4934
Indiana,Non-union,5,6483802,20266,0.0771,0.2467
Indiana,Union,41,6483802,20266,0.6323,2.0231
Indiana,Unknown,50,6483802,20266,0.7712,2.4672
Illinois,Salary Non-union,991,12830632,36586,7.7237,27.0869
Illinois,Salary Union,41,12830632,36586,0.3195,1.1206
Illinois,Salary Other,216,12830632,36586,1.6835,5.9039
Illinois,Hourly Non-union,38,12830632,36586,0.2962,1.0386
Illinois,Hourly Union,5,12830632,36586,0.039,0.1367
Illinois,Hourly Other,43,12830632,36586,0.3351,1.1753
Illinois,Non-union,22,12830632,36586,0.1715,0.6013
Illinois,Union,18,12830632,36586,0.1403,0.492
Illinois,Unknown,125,12830632,36586,0.9742,3.4166
Louisiana,Salary Non-union,288,4533372,9513,6.3529,30.2744
Louisiana,Salary Union,9,4533372,9513,0.1985,0.9461
Louisiana,Salary Other,81,4533372,9513,1.7867,8.5147
Louisiana,Hourly Non-union,6,4533372,9513,0.1324,0.6307
Louisiana,Hourly Union,2,4533372,9513,0.0441,0.2102
Louisiana,Hourly Other,11,4533372,9513,0.2426,1.1563
Louisiana,Non-union,2,4533372,9513,0.0441,0.2102
Louisiana,Union,1,4533372,9513,0.0221,0.1051
Louisiana,Unknown,32,4533372,9513,0.7059,3.3638
Maryland,Salary Non-union,465,5773552,13274,8.054,35.0309
Maryland,Salary Union,13,5773552,13274,0.2252,0.9794
Maryland,Salary Other,105,5773552,13274,1.8186,7.9102
Maryland,Hourly Non-union,16,5773552,13274,0.2771,1.2054
Maryland,Hourly Other,15,5773552,13274,0.2598,1.13
Maryland,Non-union,6,5773552,13274,0.1039,0.452
Maryland,Union,11,5773552,13274,0.1905,0.8287
Maryland,Unknown,35,5773552,13274,0.6062,2.6367
Texas,Salary Non-union,2244,25145561,86419,8.924,25.9665
Texas,Salary Union,75,25145561,86419,0.2983,0.8679
Texas,Salary Other,228,25145561,86419,0.9067,2.6383
Texas,Hourly Non-union,40,25145561,86419,0.1591,0.4629
Texas,Hourly Union,24,25145561,86419,0.0954,0.2777
Texas,Hourly Other,70,25145561,86419,0.2784,0.81
Texas,Non-union,47,25145561,86419,0.1869,0.5439
Texas,Union,18,25145561,86419,0.0716,0.2083
Texas,Unknown,264,25145561,86419,1.0499,3.0549
Florida,Salary Non-union,1780,18801310,46533,9.4674,38.2524
Florida,Salary Union,60,18801310,46533,0.3191,1.2894
Florida,Salary Other,291,18801310,46533,1.5478,6.2536
Florida,Hourly Non-union,56,18801310,46533,0.2979,1.2034
Florida,Hourly Union,4,18801310,46533,0.0213,0.086
Florida,Hourly Other,119,18801310,46533,0.6329,2.5573
Florida,Non-union,32,18801310,46533,0.1702,0.6877
Florida,Union,23,18801310,46533,0.1223,0.4943
