STATE,EECLASS,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Ohio,Salary Non-union,564,11536504,51710,4.8888,10.907
Ohio,Salary Union,44,11536504,51710,0.3814,0.8509
Ohio,Salary Other,141,11536504,51710,1.2222,2.7267
Ohio,Hourly Non-union,528,11536504,51710,4.5768,10.2108
Ohio,Hourly Union,2246,11536504,51710,19.4686,43.4345
Ohio,Hourly Other,86,11536504,51710,0.7455,1.6631
Ohio,Non-union,132,11536504,51710,1.1442,2.5527
Ohio,Union,318,11536504,51710,2.7565,6.1497
Ohio,Unknown,110,11536504,51710,0.9535,2.1272
Arkansas,Salary Non-union,34,2915918,6972,1.166,4.8766
Arkansas,Salary Union,1,2915918,6972,0.0343,0.1434
Arkansas,Salary Other,11,2915918,6972,0.3772,1.5777
Arkansas,Hourly Non-union,59,2915918,6972,2.0234,8.4624
Arkansas,Hourly Union,46,2915918,6972,1.5775,6.5978
Arkansas,Hourly Other,14,2915918,6972,0.4801,2.008
Arkansas,Non-union,27,2915918,6972,0.926,3.8726
Arkansas,Union,1,2915918,6972,0.0343,0.1434
Arkansas,Unknown,25,2915918,6972,0.8574,3.5858
New York,Salary Non-union,417,19378102,38153,2.1519,10.9297
New York,Salary Union,11,19378102,38153,0.0568,0.2883
New York,Salary Other,151,19378102,38153,0.7792,3.9577
New York,Hourly Non-union,149,19378102,38153,0.7689,3.9053
New York,Hourly Union,701,19378102,38153,3.6175,18.3734
New York,Hourly Other,50,19378102,38153,0.258,1.3105
New York,Non-union,112,19378102,38153,0.578,2.9355
New York,Union,47,19378102,38153,0.2425,1.2319
New York,Unknown,192,19378102,38153,0.9908,5.0324
Pennsylvania,Salary Non-union,420,12702379,29461,3.3065,14.2561
Pennsylvania,Salary Union,13,12702379,29461,0.1023,0.4413
Pennsylvania,Salary Other,40,12702379,29461,0.3149,1.3577
Pennsylvania,Hourly Non-union,216,12702379,29461,1.7005,7.3317
Pennsylvania,Hourly Union,395,12702379,29461,3.1097,13.4076
Pennsylvania,Hourly Other,51,12702379,29461,0.4015,1.7311
Pennsylvania,Non-union,163,12702379,29461,1.2832,5.5327
Pennsylvania,Union,56,12702379,29461,0.4409,1.9008
Pennsylvania,Unknown,120,12702379,29461,0.9447,4.0732
Georgia,Salary Non-union,277,9687653,68782,2.8593,4.0272
Georgia,Salary Union,1,9687653,68782,0.0103,0.0145
Georgia,Salary Other,60,9687653,68782,0.6193,0.8723
Georgia,Hourly Non-union,182,9687653,68782,1.8787,2.646
Georgia,Hourly Union,307,9687653,68782,3.169,4.4634
Georgia,Hourly Other,31,9687653,68782,0.32,0.4507
Georgia,Non-union,1939,9687653,68782,20.0152,28.1905
Georgia,Union,39,9687653,68782,0.4026,0.567
Georgia,Unknown,216,9687653,68782,2.2296,3.1404
Indiana,Salary Non-union,139,6483802,20266,2.1438,6.8588
Indiana,Salary Union,16,6483802,20266,0.2468,0.7895
Indiana,Salary Other,44,6483802,20266,0.6786,2.1711
Indiana,Hourly Non-union,133,6483802,20266,2.0513,6.5627
Indiana,Hourly Union,976,6483802,20266,15.0529,48.1595
Indiana,Hourly Other,42,6483802,20266,0.6478,2.0724
Indiana,Non-union,64,6483802,20266,0.9871,3.158
Indiana,Union,75,6483802,20266,1.1567,3.7008
Indiana,Unknown,66,6483802,20266,1.0179,3.2567
Illinois,Salary Non-union,466,12830632,36586,3.6319,12.7371
Illinois,Salary Union,37,12830632,36586,0.2884,1.0113
Illinois,Salary Other,142,12830632,36586,1.1067,3.8813
Illinois,Hourly Non-union,257,12830632,36586,2.003,7.0245
Illinois,Hourly Union,563,12830632,36586,4.3879,15.3884
Illinois,Hourly Other,114,12830632,36586,0.8885,3.1159
Illinois,Non-union,229,12830632,36586,1.7848,6.2592
Illinois,Union,157,12830632,36586,1.2236,4.2913
Illinois,Unknown,105,12830632,36586,0.8184,2.87
Louisiana,Salary Non-union,83,4533372,9513,1.8309,8.7249
Louisiana,Salary Other,36,4533372,9513,0.7941,3.7843
Louisiana,Hourly Non-union,48,4533372,9513,1.0588,5.0457
Louisiana,Hourly Union,174,4533372,9513,3.8382,18.2908
Louisiana,Hourly Other,14,4533372,9513,0.3088,1.4717
Louisiana,Non-union,37,4533372,9513,0.8162,3.8894
Louisiana,Union,9,4533372,9513,0.1985,0.9461
Louisiana,Unknown,44,4533372,9513,0.9706,4.6252
Maryland,Salary Non-union,202,5773552,13274,3.4987,15.2177
Maryland,Salary Union,2,5773552,13274,0.0346,0.1507
Maryland,Salary Other,19,5773552,13274,0.3291,1.4314
Maryland,Hourly Non-union,143,5773552,13274,2.4768,10.7729
Maryland,Hourly Union,242,5773552,13274,4.1915,18.2311
Maryland,Hourly Other,13,5773552,13274,0.2252,0.9794
Maryland,Non-union,63,5773552,13274,1.0912,4.7461
Maryland,Union,30,5773552,13274,0.5196,2.2601
Maryland,Unknown,79,5773552,13274,1.3683,5.9515
Texas,Salary Non-union,623,25145561,86419,2.4776,7.2091
Texas,Salary Union,4,25145561,86419,0.0159,0.0463
Texas,Salary Other,363,25145561,86419,1.4436,4.2005
Texas,Hourly Non-union,494,25145561,86419,1.9646,5.7163
Texas,Hourly Union,530,25145561,86419,2.1077,6.1329
Texas,Hourly Other,202,25145561,86419,0.8033,2.3374
Texas,Non-union,248,25145561,86419,0.9863,2.8697
Texas,Union,61,25145561,86419,0.2426,0.7059
Texas,Unknown,482,25145561,86419,1.9168,5.5775
Florida,Salary Non-union,532,18801310,46533,2.8296,11.4327
Florida,Salary Union,10,18801310,46533,0.0532,0.2149
Florida,Salary Other,66,18801310,46533,0.351,1.4183
Florida,Hourly Non-union,660,18801310,46533,3.5104,14.1835
Florida,Hourly Union,561,18801310,46533,2.9838,12.056
Florida,Hourly Other,44,18801310,46533,0.234,0.9456
Florida,Non-union,368,18801310,46533,1.9573,7.9084
Florida,Union,54,18801310,46533,0.2872,1.1605
Florida,Unknown,245,18801310,46533,1.3031,5.2651
Oklahoma,Salary Non-union,72,3751351,8554,1.9193,8.4171
Oklahoma,Salary Union,2,3751351,8554,0.0533,0.2338
Oklahoma,Salary Other,4,3751351,8554,0.1066,0.4676
Oklahoma,Hourly Non-union,60,3751351,8554,1.5994,7.0143
Oklahoma,Hourly Union,154,3751351,8554,4.1052,18.0033
Oklahoma,Hourly Other,6,3751351,8554,0.1599,0.7014
Oklahoma,Non-union,21,3751351,8554,0.5598,2.455
Oklahoma,Union,7,3751351,8554,0.1866,0.8183
Oklahoma,Unknown,32,3751351,8554,0.853,3.7409
Iowa,Salary Non-union,67,3046355,7809,2.1993,8.5798
Iowa,Salary Union,5,3046355,7809,0.1641,0.6403
Iowa,Salary Other,5,3046355,7809,0.1641,0.6403
Iowa,Hourly Non-union,57,3046355,7809,1.8711,7.2993
Iowa,Hourly Union,44,3046355,7809,1.4443,5.6345
Iowa,Hourly Other,12,3046355,7809,0.3939,1.5367
Iowa,Non-union,18,3046355,7809,0.5909,2.305
Iowa,Union,2,3046355,7809,0.0657,0.2561
Iowa,Unknown,48,3046355,7809,1.5757,6.1468
California,Salary Non-union,389,37253956,110781,1.0442,3.5114
California,Salary Union,5,37253956,110781,0.0134,0.0451
California,Salary Other,66,37253956,110781,0.1772,0.5958
California,Hourly Non-union,299,37253956,110781,0.8026,2.699
California,Hourly Union,172,37253956,110781,0.4617,1.5526
California,Hourly Other,41,37253956,110781,0.1101,0.3701
California,Non-union,320,37253956,110781,0.859,2.8886
California,Union,848,37253956,110781,2.2763,7.6547
California,Unknown,8038,37253956,110781,21.5762,72.5576
Wisconsin,Salary Non-union,139,5686986,11819,2.4442,11.7607
Wisconsin,Salary Union,16,5686986,11819,0.2813,1.3538
Wisconsin,Salary Other,29,5686986,11819,0.5099,2.4537
