STATE,EECLASS,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Michigan,Non-union,27,9883640,60017,0.2732,0.4499
Michigan,Union,45,9883640,60017,0.4553,0.7498
Michigan,Unknown,60,9883640,60017,0.6071,0.9997
Mississippi,Salary Non-union,21,2967297,17188,0.7077,1.2218
Mississippi,Salary Other,2,2967297,17188,0.0674,0.1164
Mississippi,Hourly Non-union,29,2967297,17188,0.9773,1.6872
Mississippi,Hourly Union,33,2967297,17188,1.1121,1.9199
Mississippi,Hourly Other,5,2967297,17188,0.1685,0.2909
Mississippi,Non-union,144,2967297,17188,4.8529,8.3779
Mississippi,Union,18,2967297,17188,0.6066,1.0472
Mississippi,Unknown,15,2967297,17188,0.5055,0.8727
Maine,Salary Non-union,9,1328361,2387,0.6775,3.7704
Maine,Salary Other,1,1328361,2387,0.0753,0.4189
Maine,Hourly Non-union,8,1328361,2387,0.6022,3.3515
Maine,Hourly Union,8,1328361,2387,0.6022,3.3515
Maine,Hourly Other,1,1328361,2387,0.0753,0.4189
Maine,Non-union,5,1328361,2387,0.3764,2.0947
Maine,Unknown,10,1328361,2387,0.7528,4.1894
Nevada,Salary Non-union,14,2700551,7302,0.5184,1.9173
Nevada,Salary Union,1,2700551,7302,0.037,0.1369
Nevada,Salary Other,1,2700551,7302,0.037,0.1369
Nevada,Hourly Non-union,27,2700551,7302,0.9998,3.6976
Nevada,Hourly Union,18,2700551,7302,0.6665,2.4651
Nevada,Hourly Other,9,2700551,7302,0.3333,1.2325
Nevada,Non-union,11,2700551,7302,0.4073,1.5064
Nevada,Union,7,2700551,7302,0.2592,0.9586
Nevada,Unknown,57,2700551,7302,2.1107,7.8061
Minnesota,Salary Non-union,92,5303925,10881,1.7346,8.4551
Minnesota,Salary Union,5,5303925,10881,0.0943,0.4595
Minnesota,Salary Other,10,5303925,10881,0.1885,0.919
Minnesota,Hourly Non-union,112,5303925,10881,2.1116,10.2932
Minnesota,Hourly Union,19,5303925,10881,0.3582,1.7462
Minnesota,Hourly Other,6,5303925,10881,0.1131,0.5514
Minnesota,Non-union,68,5303925,10881,1.2821,6.2494
Minnesota,Union,3,5303925,10881,0.0566,0.2757
Minnesota,Unknown,56,5303925,10881,1.0558,5.1466
Tennessee,Salary Non-union,109,6346105,39193,1.7176,2.7811
Tennessee,Salary Other,8,6346105,39193,0.1261,0.2041
Tennessee,Hourly Non-union,205,6346105,39193,3.2303,5.2305
Tennessee,Hourly Union,125,6346105,39193,1.9697,3.1893
Tennessee,Hourly Other,24,6346105,39193,0.3782,0.61240000000000006
Tennessee,Non-union,59,6346105,39193,0.9297,1.5054
Tennessee,Union,4,6346105,39193,0.063,0.1021
Tennessee,Unknown,268,6346105,39193,4.2231,6.838
Kentucky,Salary Non-union,32,4339367,12082,0.73740000000000006,2.6486
Kentucky,Salary Union,2,4339367,12082,0.0461,0.1655
Kentucky,Salary Other,8,4339367,12082,0.1844,0.6621
Kentucky,Hourly Non-union,43,4339367,12082,0.9909,3.559
Kentucky,Hourly Union,81,4339367,12082,1.8666,6.7042
Kentucky,Hourly Other,12,4339367,12082,0.2765,0.9932
Kentucky,Non-union,23,4339367,12082,0.53,1.9037
Kentucky,Union,6,4339367,12082,0.1383,0.4966
Kentucky,Unknown,90,4339367,12082,2.074,7.4491
Arizona,Salary Non-union,114,6392017,24762,1.7835,4.6038
Arizona,Salary Union,1,6392017,24762,0.0156,0.0404
Arizona,Salary Other,64,6392017,24762,1.0012,2.5846
Arizona,Hourly Non-union,306,6392017,24762,4.7872,12.3576
Arizona,Hourly Union,25,6392017,24762,0.3911,1.0096
Arizona,Hourly Other,34,6392017,24762,0.5319,1.3731
Arizona,Non-union,70,6392017,24762,1.0951,2.8269
Arizona,Union,9,6392017,24762,0.1408,0.3635
Arizona,Unknown,141,6392017,24762,2.2059,5.6942
New Mexico,Salary Non-union,8,2059179,2122,0.3885,3.77
New Mexico,Salary Other,5,2059179,2122,0.2428,2.3563
New Mexico,Hourly Non-union,13,2059179,2122,0.6313,6.1263
New Mexico,Hourly Union,3,2059179,2122,0.1457,1.4138
New Mexico,Hourly Other,12,2059179,2122,0.5828,5.655
New Mexico,Non-union,9,2059179,2122,0.4371,4.2413
New Mexico,Unknown,9,2059179,2122,0.4371,4.2413
Virginia,Salary Non-union,80,8001024,16696,0.9999,4.7916
Virginia,Salary Union,2,8001024,16696,0.025,0.1198
Virginia,Salary Other,32,8001024,16696,0.3999,1.9166
Virginia,Hourly Non-union,86,8001024,16696,1.0749,5.1509
Virginia,Hourly Union,72,8001024,16696,0.8999,4.3124
Virginia,Hourly Other,17,8001024,16696,0.2125,1.0182
Virginia,Non-union,72,8001024,16696,0.8999,4.3124
Virginia,Union,4,8001024,16696,0.05,0.2396
Virginia,Unknown,79,8001024,16696,0.98740000000000006,4.7317
Wyoming,Salary Non-union,6,563626,756,1.0645,7.9365
Wyoming,Hourly Non-union,10,563626,756,1.7742,13.2275
Wyoming,Hourly Union,1,563626,756,0.1774,1.3228
Wyoming,Non-union,2,563626,756,0.3548,2.6455
Wyoming,Unknown,4,563626,756,0.7097,5.291
Missouri,Salary Non-union,118,5988927,30140,1.9703,3.9151
Missouri,Salary Union,11,5988927,30140,0.1837,0.365
Missouri,Salary Other,21,5988927,30140,0.3506,0.6967
Missouri,Hourly Non-union,128,5988927,30140,2.1373,4.2468
Missouri,Hourly Union,294,5988927,30140,4.9091,9.7545
Missouri,Hourly Other,41,5988927,30140,0.6846,1.3603
Missouri,Non-union,40,5988927,30140,0.6679,1.3271
Missouri,Union,31,5988927,30140,0.5176,1.0285
Missouri,Unknown,211,5988927,30140,3.5232,7.0007
Washington,Salary Non-union,85,6724540,18780,1.264,4.5261
Washington,Salary Union,20,6724540,18780,0.2974,1.065
Washington,Salary Other,10,6724540,18780,0.1487,0.5325
Washington,Hourly Non-union,68,6724540,18780,1.0112,3.6209
Washington,Hourly Union,102,6724540,18780,1.5168,5.4313
Washington,Hourly Other,5,6724540,18780,0.0744,0.2662
Washington,Non-union,21,6724540,18780,0.3123,1.1182
Washington,Union,21,6724540,18780,0.3123,1.1182
Washington,Unknown,32,6724540,18780,0.4759,1.7039
Idaho,Salary Non-union,5,1567582,2345,0.319,2.1322
Idaho,Salary Other,1,1567582,2345,0.0638,0.4264
Idaho,Hourly Non-union,33,1567582,2345,2.1052,14.0725
Idaho,Hourly Union,5,1567582,2345,0.319,2.1322
Idaho,Hourly Other,4,1567582,2345,0.2552,1.7058
Idaho,Non-union,9,1567582,2345,0.5741,3.838
Idaho,Union,2,1567582,2345,0.1276,0.8529
Idaho,Unknown,23,1567582,2345,1.4672,9.8081
West Virginia,Salary Non-union,16,1852994,3558,0.8635,4.4969
West Virginia,Salary Other,2,1852994,3558,0.1079,0.5621
West Virginia,Hourly Non-union,22,1852994,3558,1.1873,6.1832
West Virginia,Hourly Union,21,1852994,3558,1.1333,5.9022
West Virginia,Hourly Other,1,1852994,3558,0.054,0.2811
West Virginia,Non-union,5,1852994,3558,0.2698,1.4053
West Virginia,Union,4,1852994,3558,0.2159,1.1242
West Virginia,Unknown,17,1852994,3558,0.9174,4.778
Massachusetts,Salary Non-union,146,6547629,27050,2.2298,5.3974
Massachusetts,Salary Union,3,6547629,27050,0.0458,0.1109
Massachusetts,Salary Other,20,6547629,27050,0.3055,0.7394
Massachusetts,Hourly Non-union,128,6547629,27050,1.9549,4.732
Massachusetts,Hourly Union,96,6547629,27050,1.4662,3.549
Massachusetts,Hourly Other,14,6547629,27050,0.2138,0.5176
Massachusetts,Non-union,72,6547629,27050,1.0996,2.6617
Massachusetts,Union,19,6547629,27050,0.2902,0.7024
Massachusetts,Unknown,102,6547629,27050,1.5578,3.7708
North Carolina,Salary Non-union,122,9535483,22713,1.2794,5.3714
North Carolina,Salary Union,1,9535483,22713,0.0105,0.044
North Carolina,Salary Other,9,9535483,22713,0.0944,0.3962
North Carolina,Hourly Non-union,137,9535483,22713,1.4367,6.0318
North Carolina,Hourly Union,55,9535483,22713,0.5768,2.4215
North Carolina,Hourly Other,12,9535483,22713,0.1258,0.5283
North Carolina,Non-union,40,9535483,22713,0.4195,1.7611
North Carolina,Union,6,9535483,22713,0.0629,0.2642
North Carolina,Unknown,71,9535483,22713,0.7446,3.126
Oregon,Salary Non-union,20,3831074,15289,0.522,1.3081
Oregon,Salary Union,2,3831074,15289,0.0522,0.1308
Oregon,Salary Other,33,3831074,15289,0.8614,2.1584
Oregon,Hourly Non-union,55,3831074,15289,1.4356,3.5974
Oregon,Hourly Union,14,3831074,15289,0.3654,0.9157
Oregon,Hourly Other,17,3831074,15289,0.4437,1.1119
Oregon,Non-union,21,3831074,15289,0.5481,1.3735
Oregon,Union,115,3831074,15289,3.0018,7.5217
Oregon,Unknown,52,3831074,15289,1.3573,3.4011
Rhode Island,Salary Non-union,23,1052567,4223,2.1851,5.4464
Rhode Island,Hourly Non-union,33,1052567,4223,3.1352,7.8143
Rhode Island,Hourly Union,17,1052567,4223,1.6151,4.0256
Rhode Island,Hourly Other,4,1052567,4223,0.38,0.9472
Rhode Island,Non-union,12,1052567,4223,1.1401,2.8416
Rhode Island,Union,7,1052567,4223,0.665,1.6576
Rhode Island,Unknown,21,1052567,4223,1.9951,4.9728
Colorado,Salary Non-union,83,5029196,12893,1.6504,6.4376
Colorado,Salary Union,4,5029196,12893,0.0795,0.3102
Colorado,Salary Other,8,5029196,12893,0.1591,0.6205
Colorado,Hourly Non-union,100,5029196,12893,1.9884,7.7561
Colorado,Hourly Union,8,5029196,12893,0.1591,0.6205
Colorado,Hourly Other,15,5029196,12893,0.2983,1.1634
Colorado,Non-union,47,5029196,12893,0.9345,3.6454
Colorado,Union,37,5029196,12893,0.7357,2.8698
Colorado,Unknown,99,5029196,12893,1.9685,7.6786
Connecticut,Salary Non-union,54,3574097,14366,1.5109,3.7589
Connecticut,Salary Union,3,3574097,14366,0.0839,0.2088
Connecticut,Salary Other,7,3574097,14366,0.1959,0.4873
Connecticut,Hourly Non-union,41,3574097,14366,1.1471,2.854
Connecticut,Hourly Union,42,3574097,14366,1.1751,2.9236
Connecticut,Hourly Other,10,3574097,14366,0.2798,0.6961
Connecticut,Non-union,20,3574097,14366,0.5596,1.3922
Connecticut,Union,1,3574097,14366,0.028,0.0696
Connecticut,Unknown,71,3574097,14366,1.9865,4.9422
New Hampshire,Salary Non-union,17,1316470,3257,1.2913,5.2195
New Hampshire,Salary Other,6,1316470,3257,0.4558,1.8422
New Hampshire,Hourly Non-union,22,1316470,3257,1.6711,6.7547
New Hampshire,Hourly Union,9,1316470,3257,0.6836,2.7633
New Hampshire,Hourly Other,4,1316470,3257,0.3038,1.2281
New Hampshire,Non-union,12,1316470,3257,0.9115,3.6844
New Hampshire,Union,2,1316470,3257,0.1519,0.6141
New Hampshire,Unknown,11,1316470,3257,0.8356,3.3773
New Jersey,Salary Non-union,143,8791894,25601,1.6265,5.5857
New Jersey,Salary Union,5,8791894,25601,0.0569,0.1953
New Jersey,Salary Other,25,8791894,25601,0.2844,0.9765
New Jersey,Hourly Non-union,107,8791894,25601,1.217,4.1795
New Jersey,Hourly Union,106,8791894,25601,1.2057,4.1405
New Jersey,Hourly Other,13,8791894,25601,0.1479,0.5078
New Jersey,Non-union,62,8791894,25601,0.7052,2.4218
New Jersey,Union,15,8791894,25601,0.1706,0.5859
New Jersey,Unknown,86,8791894,25601,0.9782,3.3592
Alabama,Salary Non-union,29,4779736,19688,0.6067,1.473
Alabama,Salary Union,3,4779736,19688,0.0628,0.1524
Alabama,Salary Other,5,4779736,19688,0.1046,0.254
Alabama,Hourly Non-union,47,4779736,19688,0.9833,2.3872
Alabama,Hourly Union,72,4779736,19688,1.5064,3.657
Alabama,Hourly Other,7,4779736,19688,0.1465,0.3555
Alabama,Non-union,44,4779736,19688,0.9206,2.2349
Alabama,Union,6,4779736,19688,0.1255,0.3048
Alabama,Unknown,158,4779736,19688,3.3056,8.0252
Alaska,Salary Non-union,6,710231,1193,0.8448,5.0293
Alaska,Salary Union,2,710231,1193,0.2816,1.6764
Alaska,Hourly Non-union,15,710231,1193,2.112,12.5733
Alaska,Hourly Union,2,710231,1193,0.2816,1.6764
Alaska,Unknown,2,710231,1193,0.2816,1.6764
South Carolina,Salary Non-union,41,4625364,8448,0.8864,4.8532
South Carolina,Salary Other,7,4625364,8448,0.1513,0.8286
South Carolina,Hourly Non-union,64,4625364,8448,1.3837,7.5758
South Carolina,Hourly Union,22,4625364,8448,0.4756,2.6042
South Carolina,Hourly Other,12,4625364,8448,0.2594,1.4205
South Carolina,Non-union,23,4625364,8448,0.4973,2.7225
South Carolina,Union,7,4625364,8448,0.1513,0.8286
South Carolina,Unknown,26,4625364,8448,0.5621,3.0777
Kansas,Salary Non-union,26,2853118,7854,0.9113,3.3104
Kansas,Salary Union,1,2853118,7854,0.035,0.1273
Kansas,Salary Other,2,2853118,7854,0.0701,0.2546
Kansas,Hourly Non-union,36,2853118,7854,1.2618,4.5837
Kansas,Hourly Union,39,2853118,7854,1.3669,4.9656
Kansas,Hourly Other,7,2853118,7854,0.2453,0.8913
Kansas,Non-union,14,2853118,7854,0.4907,1.7825
Kansas,Union,5,2853118,7854,0.1752,0.6366
Kansas,Unknown,25,2853118,7854,0.8762,3.1831
Delaware,Salary Non-union,17,897934,8224,1.8932,2.0671
Delaware,Salary Other,12,897934,8224,1.3364,1.4591
Delaware,Hourly Non-union,10,897934,8224,1.1137,1.216
Delaware,Hourly Union,43,897934,8224,4.7888,5.2286
Delaware,Hourly Other,1,897934,8224,0.1114,0.1216
Delaware,Non-union,7,897934,8224,0.7796,0.8512
Delaware,Union,8,897934,8224,0.8909,0.9728
Delaware,Unknown,108,897934,8224,12.0276,13.1323
Utah,Salary Non-union,34,2763885,11502,1.2302,2.956
Utah,Salary Other,7,2763885,11502,0.2533,0.6086
Utah,Hourly Non-union,42,2763885,11502,1.5196,3.6515
Utah,Hourly Union,15,2763885,11502,0.5427,1.3041
Utah,Hourly Other,3,2763885,11502,0.1085,0.2608
Utah,Non-union,363,2763885,11502,13.1337,31.5597
Utah,Union,1,2763885,11502,0.0362,0.0869
Utah,Unknown,34,2763885,11502,1.2302,2.956
Nebraska,Salary Non-union,27,1826341,4084,1.4784,6.6112
Nebraska,Salary Other,2,1826341,4084,0.1095,0.4897
Nebraska,Hourly Non-union,39,1826341,4084,2.1354,9.5495
Nebraska,Hourly Union,17,1826341,4084,0.9308,4.1626
Nebraska,Hourly Other,3,1826341,4084,0.1643,0.7346
Nebraska,Non-union,11,1826341,4084,0.6023,2.6934
Nebraska,Union,3,1826341,4084,0.1643,0.7346
Nebraska,Unknown,11,1826341,4084,0.6023,2.6934
Montana,Salary Non-union,8,989415,1110,0.8086,7.2072
Montana,Hourly Non-union,12,989415,1110,1.2128,10.8108
Montana,Hourly Union,6,989415,1110,0.6064,5.4054
Montana,Non-union,4,989415,1110,0.4043,3.6036
Montana,Union,1,989415,1110,0.1011,0.9009
Montana,Unknown,8,989415,1110,0.8086,7.2072
North Dakota,Salary Non-union,1,672591,829,0.1487,1.2063
North Dakota,Hourly Non-union,11,672591,829,1.6355,13.269
North Dakota,Hourly Union,3,672591,829,0.446,3.6188
North Dakota,Non-union,4,672591,829,0.5947,4.8251
North Dakota,Unknown,12,672591,829,1.7841,14.4753
South Dakota,Salary Non-union,6,814180,1257,0.7369,4.7733
South Dakota,Salary Other,1,814180,1257,0.1228,0.7955
South Dakota,Hourly Non-union,18,814180,1257,2.2108,14.3198
South Dakota,Hourly Other,1,814180,1257,0.1228,0.7955
South Dakota,Non-union,4,814180,1257,0.4913,3.1822
South Dakota,Unknown,7,814180,1257,0.8598,5.5688
Hawaii,Union,2,1360301,230,0.147,8.6957
Hawaii,Unknown,1,1360301,230,0.0735,4.3478
Vermont,Salary Non-union,6,625741,686,0.9589,8.7464
Vermont,Hourly Non-union,6,625741,686,0.9589,8.7464
Vermont,Hourly Union,2,625741,686,0.3196,2.9155
Vermont,Non-union,5,625741,686,0.7991,7.2886
Vermont,Unknown,4,625741,686,0.6392,5.8309
Puerto Rico,NA,NA,3725789,728,NA,NA
