STATE,EECLASS,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Ohio,Salary Non-union,1164,11536504,51710,10.0897,22.5102
Ohio,Salary Union,111,11536504,51710,0.9622,2.1466
Ohio,Salary Other,372,11536504,51710,3.2245,7.194
Ohio,Hourly Non-union,1342,11536504,51710,11.6326,25.9524
Ohio,Hourly Union,4083,11536504,51710,35.392,78.9596
Ohio,Hourly Other,253,11536504,51710,2.193,4.8927
Ohio,Non-union,395,11536504,51710,3.4239,7.6388
Ohio,Union,887,11536504,51710,7.6886,17.1534
Ohio,Unknown,329,11536504,51710,2.8518,6.3624
Arkansas,Salary Non-union,142,2915918,6972,4.8698,20.3672
Arkansas,Salary Union,1,2915918,6972,0.0343,0.1434
Arkansas,Salary Other,47,2915918,6972,1.6118,6.7413
Arkansas,Hourly Non-union,344,2915918,6972,11.7973,49.3402
Arkansas,Hourly Union,181,2915918,6972,6.2073,25.961
Arkansas,Hourly Other,63,2915918,6972,2.1606,9.0361
Arkansas,Non-union,95,2915918,6972,3.258,13.6259
Arkansas,Union,11,2915918,6972,0.3772,1.5777
Arkansas,Unknown,67,2915918,6972,2.2977,9.6099
New York,Salary Non-union,871,19378102,38153,4.4948,22.8291
New York,Salary Union,38,19378102,38153,0.1961,0.996
New York,Salary Other,364,19378102,38153,1.8784,9.5405
New York,Hourly Non-union,402,19378102,38153,2.0745,10.5365
New York,Hourly Union,1371,19378102,38153,7.075,35.9343
New York,Hourly Other,93,19378102,38153,0.4799,2.4376
New York,Non-union,268,19378102,38153,1.383,7.0243
New York,Union,101,19378102,38153,0.5212,2.6472
New York,Unknown,428,19378102,38153,2.2087,11.218
Pennsylvania,Salary Non-union,1002,12702379,29461,7.8883,34.0111
Pennsylvania,Salary Union,23,12702379,29461,0.1811,0.7807
Pennsylvania,Salary Other,133,12702379,29461,1.047,4.5144
Pennsylvania,Hourly Non-union,679,12702379,29461,5.3455,23.0474
Pennsylvania,Hourly Union,927,12702379,29461,7.2978,31.4653
Pennsylvania,Hourly Other,151,12702379,29461,1.1888,5.1254
Pennsylvania,Non-union,383,12702379,29461,3.0152,13.0002
Pennsylvania,Union,107,12702379,29461,0.8424,3.6319
Pennsylvania,Unknown,351,12702379,29461,2.7633,11.9141
Georgia,Salary Non-union,959,9687653,68782,9.8992,13.9426
Georgia,Salary Union,15,9687653,68782,0.1548,0.2181
Georgia,Salary Other,208,9687653,68782,2.1471,3.024
Georgia,Hourly Non-union,952,9687653,68782,9.8269,13.8408
Georgia,Hourly Union,1019,9687653,68782,10.5185,14.8149
Georgia,Hourly Other,119,9687653,68782,1.2284,1.7301
Georgia,Non-union,8009,9687653,68782,82.6722,116.4403
Georgia,Union,138,9687653,68782,1.4245,2.0063
Georgia,Unknown,783,9687653,68782,8.0825,11.3838
Indiana,Salary Non-union,342,6483802,20266,5.2747,16.8756
Indiana,Salary Union,31,6483802,20266,0.4781,1.5297
