STATE,INDSTRY,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Ohio,"Oil & Gas Extraction, Mining",25,11536504,51710,0.2167,0.4835
Ohio,"Manufacturing, Durable Goods",1154,11536504,51710,10.003,22.3168
Ohio,"Manufacturing, Nondurable Goods",104,11536504,51710,0.9015,2.0112
Ohio,"Transportation, Communications, Utilities",280,11536504,51710,2.4271,5.4148
Ohio,Retail Trade,92,11536504,51710,0.7975,1.7792
Ohio,"Finance, Insurance, Real Estate",258,11536504,51710,2.2364,4.9894
Ohio,Services,425,11536504,51710,3.684,8.2189
Ohio,Wholesale,1,11536504,51710,0.0087,0.0193
Arkansas,"Oil & Gas Extraction, Mining",1,2915918,6972,0.0343,0.1434
Arkansas,"Manufacturing, Durable Goods",29,2915918,6972,0.9945,4.1595
Arkansas,"Manufacturing, Nondurable Goods",39,2915918,6972,1.3375,5.5938
Arkansas,"Transportation, Communications, Utilities",50,2915918,6972,1.7147,7.1715
Arkansas,Retail Trade,6,2915918,6972,0.2058,0.8606
Arkansas,"Finance, Insurance, Real Estate",5,2915918,6972,0.1715,0.7172
Arkansas,Services,22,2915918,6972,0.7545,3.1555
Arkansas,Wholesale,1,2915918,6972,0.0343,0.1434
New York,"Manufacturing, Durable Goods",274,19378102,38153,1.414,7.1816
New York,"Manufacturing, Nondurable Goods",43,19378102,38153,0.2219,1.127
New York,"Transportation, Communications, Utilities",266,19378102,38153,1.3727,6.9719
New York,Retail Trade,53,19378102,38153,0.2735,1.3891
New York,"Finance, Insurance, Real Estate",216,19378102,38153,1.1147,5.6614
New York,Services,67,19378102,38153,0.3458,1.7561
New York,Wholesale,2,19378102,38153,0.0103,0.0524
Pennsylvania,"Manufacturing, Durable Goods",167,12702379,29461,1.3147,5.6685
Pennsylvania,"Manufacturing, Nondurable Goods",113,12702379,29461,0.8896,3.8356
Pennsylvania,"Transportation, Communications, Utilities",269,12702379,29461,2.1177,9.1307
Pennsylvania,Retail Trade,61,12702379,29461,0.4802,2.0705
Pennsylvania,"Finance, Insurance, Real Estate",151,12702379,29461,1.1888,5.1254
Pennsylvania,Services,75,12702379,29461,0.5904,2.5457
Pennsylvania,Wholesale,4,12702379,29461,0.0315,0.1358
Georgia,"Oil & Gas Extraction, Mining",7,9687653,68782,0.0723,0.1018
Georgia,"Manufacturing, Durable Goods",188,9687653,68782,1.9406,2.7333
Georgia,"Manufacturing, Nondurable Goods",121,9687653,68782,1.249,1.7592
Georgia,"Transportation, Communications, Utilities",270,9687653,68782,2.7871,3.9254
Georgia,Retail Trade,47,9687653,68782,0.4852,0.6833
Georgia,"Finance, Insurance, Real Estate",99,9687653,68782,1.0219,1.4393
Georgia,Services,246,9687653,68782,2.5393,3.5765
Georgia,Wholesale,6,9687653,68782,0.0619,0.0872
Indiana,"Oil & Gas Extraction, Mining",10,6483802,20266,0.1542,0.4934
Indiana,"Manufacturing, Durable Goods",613,6483802,20266,9.4543,30.2477
Indiana,"Manufacturing, Nondurable Goods",47,6483802,20266,0.7249,2.3192
Indiana,"Transportation, Communications, Utilities",142,6483802,20266,2.1901,7.0068
Indiana,Retail Trade,44,6483802,20266,0.6786,2.1711
Indiana,"Finance, Insurance, Real Estate",70,6483802,20266,1.0796,3.4541
Indiana,Services,69,6483802,20266,1.0642,3.4047
Indiana,Wholesale,4,6483802,20266,0.0617,0.1974
Illinois,"Oil & Gas Extraction, Mining",5,12830632,36586,0.039,0.1367
Illinois,"Manufacturing, Durable Goods",280,12830632,36586,2.1823,7.6532
Illinois,"Manufacturing, Nondurable Goods",146,12830632,36586,1.1379,3.9906
Illinois,"Transportation, Communications, Utilities",328,12830632,36586,2.5564,8.9652
Illinois,Retail Trade,80,12830632,36586,0.6235,2.1866
Illinois,"Finance, Insurance, Real Estate",174,12830632,36586,1.3561,4.7559
Illinois,Services,115,12830632,36586,0.8963,3.1433
Illinois,Wholesale,2,12830632,36586,0.0156,0.0547
Louisiana,"Oil & Gas Extraction, Mining",32,4533372,9513,0.7059,3.3638
Louisiana,"Manufacturing, Durable Goods",120,4533372,9513,2.647,12.6143
Louisiana,"Manufacturing, Nondurable Goods",41,4533372,9513,0.9044,4.3099
Louisiana,"Transportation, Communications, Utilities",103,4533372,9513,2.272,10.8273
Louisiana,Retail Trade,24,4533372,9513,0.5294,2.5229
Louisiana,"Finance, Insurance, Real Estate",41,4533372,9513,0.9044,4.3099
Louisiana,Services,15,4533372,9513,0.3309,1.5768
Maryland,"Oil & Gas Extraction, Mining",2,5773552,13274,0.0346,0.1507
Maryland,"Manufacturing, Durable Goods",186,5773552,13274,3.2216,14.0124
Maryland,"Manufacturing, Nondurable Goods",50,5773552,13274,0.866,3.7668
Maryland,"Transportation, Communications, Utilities",307,5773552,13274,5.3174,23.1279
Maryland,Retail Trade,54,5773552,13274,0.9353,4.0681
Maryland,"Finance, Insurance, Real Estate",89,5773552,13274,1.5415,6.7048
Maryland,Services,59,5773552,13274,1.0219,4.4448
Maryland,Construction,1,5773552,13274,0.0173,0.0753
Maryland,Wholesale,2,5773552,13274,0.0346,0.1507
Texas,"Oil & Gas Extraction, Mining",174,25145561,86419,0.692,2.0134
Texas,"Manufacturing, Durable Goods",526,25145561,86419,2.0918,6.0866
Texas,"Manufacturing, Nondurable Goods",382,25145561,86419,1.5192,4.4203
Texas,"Transportation, Communications, Utilities",909,25145561,86419,3.615,10.5185
