STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Active Full Time,325,4779736,5730,6.7995,56.719
Alabama,Active Part Time or Seasonal,11,4779736,5730,0.2301,1.9197
Alabama,Early Retiree,211,4779736,5730,4.4145,36.8237
Alabama,Medicare Eligible Retiree,42,4779736,5730,0.8787,7.3298
Alabama,Retiree (status unknown),2,4779736,5730,0.0418,0.349
Alabama,COBRA Continuee,4,4779736,5730,0.0837,0.6981
Alabama,Long Term Disability,4,4779736,5730,0.0837,0.6981
Alabama,Surviving Spouse/Depend.,12,4779736,5730,0.2511,2.0942
Alabama,Other/Unknown,23,4779736,5730,0.4812,4.014
Alaska,Active Full Time,37,710231,257,5.2096,143.9689
Alaska,Active Part Time or Seasonal,2,710231,257,0.2816,7.7821
Alaska,Early Retiree,2,710231,257,0.2816,7.7821
Alaska,Medicare Eligible Retiree,0,710231,257,0,0
Alaska,Retiree (status unknown),0,710231,257,0,0
Alaska,COBRA Continuee,0,710231,257,0,0
Alaska,Long Term Disability,0,710231,257,0,0
Alaska,Surviving Spouse/Depend.,0,710231,257,0,0
Alaska,Other/Unknown,0,710231,257,0,0
Arizona,Active Full Time,967,6392017,7456,15.1282,129.6942
Arizona,Active Part Time or Seasonal,20,6392017,7456,0.3129,2.6824
Arizona,Early Retiree,147,6392017,7456,2.2997,19.7157
Arizona,Medicare Eligible Retiree,29,6392017,7456,0.4537,3.8895
Arizona,Retiree (status unknown),56,6392017,7456,0.8761,7.5107
Arizona,COBRA Continuee,33,6392017,7456,0.5163,4.426
Arizona,Long Term Disability,7,6392017,7456,0.1095,0.9388
Arizona,Surviving Spouse/Depend.,2,6392017,7456,0.0313,0.2682
Arizona,Other/Unknown,61,6392017,7456,0.9543,8.1813
Arkansas,Active Full Time,126,2915918,2052,4.3211,61.4035
Arkansas,Active Part Time or Seasonal,5,2915918,2052,0.1715,2.4366
Arkansas,Early Retiree,41,2915918,2052,1.4061,19.9805
Arkansas,Medicare Eligible Retiree,7,2915918,2052,0.2401,3.4113
Arkansas,Retiree (status unknown),8,2915918,2052,0.2744,3.8986
Arkansas,COBRA Continuee,5,2915918,2052,0.1715,2.4366
Arkansas,Long Term Disability,3,2915918,2052,0.1029,1.462
Arkansas,Surviving Spouse/Depend.,2,2915918,2052,0.0686,0.9747
Arkansas,Other/Unknown,17,2915918,2052,0.583,8.2846
California,Active Full Time,6598,37253956,40228,17.7109,164.0151
California,Active Part Time or Seasonal,46,37253956,40228,0.1235,1.1435
California,Early Retiree,393,37253956,40228,1.0549,9.7693
California,Medicare Eligible Retiree,63,37253956,40228,0.1691,1.5661
California,Retiree (status unknown),2401,37253956,40228,6.445,59.6848
California,COBRA Continuee,68,37253956,40228,0.1825,1.6904
California,Long Term Disability,17,37253956,40228,0.0456,0.4226
California,Surviving Spouse/Depend.,13,37253956,40228,0.0349,0.3232
California,Other/Unknown,207,37253956,40228,0.5556,5.1457
Colorado,Active Full Time,321,5029196,3198,6.3827,100.3752
Colorado,Active Part Time or Seasonal,17,5029196,3198,0.338,5.3158
Colorado,Early Retiree,71,5029196,3198,1.4118,22.2014
Colorado,Medicare Eligible Retiree,5,5029196,3198,0.0994,1.5635
Colorado,Retiree (status unknown),10,5029196,3198,0.1988,3.127
Colorado,COBRA Continuee,15,5029196,3198,0.2983,4.6904
Colorado,Long Term Disability,2,5029196,3198,0.0398,0.6254
Colorado,Surviving Spouse/Depend.,1,5029196,3198,0.0199,0.3127
Colorado,Other/Unknown,22,5029196,3198,0.4374,6.8793
Connecticut,Active Full Time,354,3574097,3431,9.9046,103.1769
Connecticut,Active Part Time or Seasonal,4,3574097,3431,0.1119,1.1658
Connecticut,Early Retiree,62,3574097,3431,1.7347,18.0705
Connecticut,Medicare Eligible Retiree,2,3574097,3431,0.056,0.5829
Connecticut,Retiree (status unknown),2,3574097,3431,0.056,0.5829
Connecticut,COBRA Continuee,10,3574097,3431,0.2798,2.9146
Connecticut,Long Term Disability,3,3574097,3431,0.0839,0.8744
Connecticut,Surviving Spouse/Depend.,4,3574097,3431,0.1119,1.1658
Connecticut,Other/Unknown,24,3574097,3431,0.6715,6.995
Delaware,Active Full Time,92,897934,2088,10.2457,44.0613
Delaware,Active Part Time or Seasonal,2,897934,2088,0.2227,0.9579
Delaware,Early Retiree,124,897934,2088,13.8095,59.387
Delaware,Medicare Eligible Retiree,12,897934,2088,1.3364,5.7471
Delaware,Retiree (status unknown),5,897934,2088,0.5568,2.3946
Delaware,COBRA Continuee,4,897934,2088,0.4455,1.9157
Delaware,Surviving Spouse/Depend.,11,897934,2088,1.225,5.2682
Delaware,Other/Unknown,9,897934,2088,1.0023,4.3103
Delaware,Long Term Disability,0,897934,2088,0,0
Florida,Active Full Time,1475,18801310,14966,7.8452,98.5567
Florida,Active Part Time or Seasonal,78,18801310,14966,0.4149,5.2118
Florida,Early Retiree,579,18801310,14966,3.0796,38.6877
Florida,Medicare Eligible Retiree,106,18801310,14966,0.5638,7.0827
Florida,Retiree (status unknown),16,18801310,14966,0.0851,1.0691
Florida,COBRA Continuee,40,18801310,14966,0.2128,2.6727
Florida,Long Term Disability,23,18801310,14966,0.1223,1.5368
Florida,Surviving Spouse/Depend.,33,18801310,14966,0.1755,2.205
Florida,Other/Unknown,102,18801310,14966,0.5425,6.8154
Georgia,Active Full Time,2089,9687653,22416,21.5635,93.1924
Georgia,Active Part Time or Seasonal,24,9687653,22416,0.2477,1.0707
Georgia,Early Retiree,639,9687653,22416,6.596,28.5064
Georgia,Medicare Eligible Retiree,50,9687653,22416,0.5161,2.2305
Georgia,Retiree (status unknown),9,9687653,22416,0.0929,0.4015
Georgia,COBRA Continuee,32,9687653,22416,0.3303,1.4276
Georgia,Long Term Disability,13,9687653,22416,0.1342,0.5799
Georgia,Surviving Spouse/Depend.,20,9687653,22416,0.2064,0.8922
Georgia,Other/Unknown,71,9687653,22416,0.7329,3.1674
Hawaii,Active Full Time,6,1360301,85,0.4411,70.5882
Hawaii,Active Part Time or Seasonal,1,1360301,85,0.0735,11.7647
Hawaii,Early Retiree,7,1360301,85,0.5146,82.3529
Hawaii,Retiree (status unknown),2,1360301,85,0.147,23.5294
Hawaii,Other/Unknown,3,1360301,85,0.2205,35.2941
Hawaii,Medicare Eligible Retiree,0,1360301,85,0,0
Hawaii,COBRA Continuee,0,1360301,85,0,0
Hawaii,Long Term Disability,0,1360301,85,0,0
Hawaii,Surviving Spouse/Depend.,0,1360301,85,0,0
Idaho,Active Full Time,35,1567582,569,2.2327,61.5114
Idaho,Active Part Time or Seasonal,4,1567582,569,0.2552,7.0299
Idaho,Early Retiree,9,1567582,569,0.5741,15.8172
Idaho,Medicare Eligible Retiree,2,1567582,569,0.1276,3.5149
Idaho,Retiree (status unknown),15,1567582,569,0.9569,26.362
Idaho,COBRA Continuee,1,1567582,569,0.0638,1.7575
Idaho,Other/Unknown,3,1567582,569,0.1914,5.2724
Idaho,Long Term Disability,0,1567582,569,0,0
Idaho,Surviving Spouse/Depend.,0,1567582,569,0,0
Illinois,Active Full Time,1095,12830632,10670,8.5343,102.6242
Illinois,Active Part Time or Seasonal,46,12830632,10670,0.3585,4.3112
Illinois,Early Retiree,549,12830632,10670,4.2788,51.4527
Illinois,Medicare Eligible Retiree,93,12830632,10670,0.7248,8.716
Illinois,Retiree (status unknown),4,12830632,10670,0.0312,0.3749
Illinois,COBRA Continuee,29,12830632,10670,0.226,2.7179
Illinois,Long Term Disability,25,12830632,10670,0.1948,2.343
Illinois,Surviving Spouse/Depend.,29,12830632,10670,0.226,2.7179
Illinois,Other/Unknown,119,12830632,10670,0.9275,11.1528
Indiana,Active Full Time,530,6483802,7465,8.1742,70.998
Indiana,Active Part Time or Seasonal,33,6483802,7465,0.509,4.4206
Indiana,Early Retiree,684,6483802,7465,10.5494,91.6276
Indiana,Medicare Eligible Retiree,146,6483802,7465,2.2518,19.5579
Indiana,Retiree (status unknown),3,6483802,7465,0.0463,0.4019
Indiana,COBRA Continuee,14,6483802,7465,0.2159,1.8754
Indiana,Long Term Disability,9,6483802,7465,0.1388,1.2056
Indiana,Surviving Spouse/Depend.,54,6483802,7465,0.8328,7.2338
Indiana,Other/Unknown,36,6483802,7465,0.5552,4.8225
Iowa,Active Full Time,176,3046355,1738,5.7774,101.2658
Iowa,Active Part Time or Seasonal,4,3046355,1738,0.1313,2.3015
Iowa,Early Retiree,35,3046355,1738,1.1489,20.1381
Iowa,Medicare Eligible Retiree,3,3046355,1738,0.0985,1.7261
Iowa,Retiree (status unknown),4,3046355,1738,0.1313,2.3015
Iowa,COBRA Continuee,7,3046355,1738,0.2298,4.0276
Iowa,Long Term Disability,1,3046355,1738,0.0328,0.5754
Iowa,Surviving Spouse/Depend.,1,3046355,1738,0.0328,0.5754
Iowa,Other/Unknown,21,3046355,1738,0.6893,12.0829
Kansas,Active Full Time,167,2853118,2026,5.8532,82.4284
Kansas,Active Part Time or Seasonal,9,2853118,2026,0.3154,4.4423
Kansas,Early Retiree,47,2853118,2026,1.6473,23.1984
Kansas,Medicare Eligible Retiree,9,2853118,2026,0.3154,4.4423
Kansas,Retiree (status unknown),2,2853118,2026,0.0701,0.9872
Kansas,COBRA Continuee,2,2853118,2026,0.0701,0.9872
Kansas,Long Term Disability,5,2853118,2026,0.1752,2.4679
Kansas,Surviving Spouse/Depend.,2,2853118,2026,0.0701,0.9872
Kansas,Other/Unknown,14,2853118,2026,0.4907,6.9102
Kentucky,Active Full Time,376,4339367,3823,8.6649,98.3521
Kentucky,Active Part Time or Seasonal,8,4339367,3823,0.1844,2.0926
Kentucky,Early Retiree,148,4339367,3823,3.4106,38.7131
Kentucky,Medicare Eligible Retiree,40,4339367,3823,0.9218,10.463
Kentucky,Retiree (status unknown),1,4339367,3823,0.023,0.2616
Kentucky,COBRA Continuee,5,4339367,3823,0.1152,1.3079
Kentucky,Long Term Disability,1,4339367,3823,0.023,0.2616
Kentucky,Surviving Spouse/Depend.,18,4339367,3823,0.4148,4.7083
Kentucky,Other/Unknown,19,4339367,3823,0.4379,4.9699
Louisiana,Active Full Time,253,4533372,2935,5.5808,86.201
Louisiana,Active Part Time or Seasonal,12,4533372,2935,0.2647,4.0886
Louisiana,Early Retiree,128,4533372,2935,2.8235,43.6116
Louisiana,Medicare Eligible Retiree,12,4533372,2935,0.2647,4.0886
Louisiana,Retiree (status unknown),2,4533372,2935,0.0441,0.6814
Louisiana,COBRA Continuee,3,4533372,2935,0.0662,1.0221
Louisiana,Long Term Disability,1,4533372,2935,0.0221,0.3407
Louisiana,Surviving Spouse/Depend.,6,4533372,2935,0.1324,2.0443
Louisiana,Other/Unknown,16,4533372,2935,0.3529,5.4514
Maine,Active Full Time,51,1328361,548,3.8393,93.0657
Maine,Active Part Time or Seasonal,3,1328361,548,0.2258,5.4745
Maine,Early Retiree,14,1328361,548,1.0539,25.5474
Maine,Medicare Eligible Retiree,1,1328361,548,0.0753,1.8248
Maine,Retiree (status unknown),3,1328361,548,0.2258,5.4745
Maine,COBRA Continuee,4,1328361,548,0.3011,7.2993
Maine,Surviving Spouse/Depend.,3,1328361,548,0.2258,5.4745
Maine,Other/Unknown,6,1328361,548,0.4517,10.9489
Maine,Long Term Disability,0,1328361,548,0,0
Maryland,Active Full Time,438,5773552,4495,7.5863,97.4416
Maryland,Active Part Time or Seasonal,11,5773552,4495,0.1905,2.4472
Maryland,Early Retiree,211,5773552,4495,3.6546,46.941
Maryland,Medicare Eligible Retiree,42,5773552,4495,0.7275,9.3437
Maryland,Retiree (status unknown),1,5773552,4495,0.0173,0.2225
Maryland,COBRA Continuee,14,5773552,4495,0.2425,3.1146
Maryland,Long Term Disability,15,5773552,4495,0.2598,3.337
Maryland,Surviving Spouse/Depend.,14,5773552,4495,0.2425,3.1146
Maryland,Other/Unknown,29,5773552,4495,0.5023,6.4516
Massachusetts,Active Full Time,541,6547629,5945,8.2625,91.0008
Massachusetts,Active Part Time or Seasonal,35,6547629,5945,0.5345,5.8873
Massachusetts,Early Retiree,137,6547629,5945,2.0924,23.0446
Massachusetts,Medicare Eligible Retiree,16,6547629,5945,0.2444,2.6913
Massachusetts,Retiree (status unknown),5,6547629,5945,0.0764,0.841
Massachusetts,COBRA Continuee,17,6547629,5945,0.2596,2.8595
Massachusetts,Long Term Disability,11,6547629,5945,0.168,1.8503
Massachusetts,Surviving Spouse/Depend.,5,6547629,5945,0.0764,0.841
Massachusetts,Other/Unknown,42,6547629,5945,0.6415,7.0648
Michigan,Active Full Time,2347,9883640,23231,23.7463,101.0288
Michigan,Active Part Time or Seasonal,49,9883640,23231,0.4958,2.1093
Michigan,Early Retiree,2520,9883640,23231,25.4967,108.4757
Michigan,Medicare Eligible Retiree,497,9883640,23231,5.0285,21.3938
Michigan,Retiree (status unknown),11,9883640,23231,0.1113,0.4735
Michigan,COBRA Continuee,44,9883640,23231,0.4452,1.894
Michigan,Long Term Disability,30,9883640,23231,0.3035,1.2914
Michigan,Surviving Spouse/Depend.,172,9883640,23231,1.7402,7.4039
Michigan,Other/Unknown,76,9883640,23231,0.7689,3.2715
Minnesota,Active Full Time,281,5303925,2775,5.298,101.2613
Minnesota,Active Part Time or Seasonal,7,5303925,2775,0.132,2.5225
Minnesota,Early Retiree,55,5303925,2775,1.037,19.8198
Minnesota,Medicare Eligible Retiree,6,5303925,2775,0.1131,2.1622
Minnesota,Retiree (status unknown),3,5303925,2775,0.0566,1.0811
Minnesota,COBRA Continuee,10,5303925,2775,0.1885,3.6036
Minnesota,Long Term Disability,9,5303925,2775,0.1697,3.2432
Minnesota,Surviving Spouse/Depend.,2,5303925,2775,0.0377,0.7207
Minnesota,Other/Unknown,50,5303925,2775,0.9427,18.018
Mississippi,Active Full Time,217,2967297,4220,7.3131,51.4218
Mississippi,Active Part Time or Seasonal,4,2967297,4220,0.1348,0.9479
Mississippi,Early Retiree,72,2967297,4220,2.4265,17.0616
Mississippi,Medicare Eligible Retiree,18,2967297,4220,0.6066,4.2654
Mississippi,Retiree (status unknown),3,2967297,4220,0.1011,0.7109
Mississippi,COBRA Continuee,8,2967297,4220,0.2696,1.8957
Mississippi,Surviving Spouse/Depend.,1,2967297,4220,0.0337,0.237
Mississippi,Other/Unknown,10,2967297,4220,0.337,2.3697
Mississippi,Long Term Disability,0,2967297,4220,0,0
Missouri,Active Full Time,741,5988927,8960,12.3728,82.7009
Missouri,Active Part Time or Seasonal,18,5988927,8960,0.3006,2.0089
Missouri,Early Retiree,466,5988927,8960,7.781,52.0089
Missouri,Medicare Eligible Retiree,90,5988927,8960,1.5028,10.0446
Missouri,Retiree (status unknown),11,5988927,8960,0.1837,1.2277
Missouri,COBRA Continuee,21,5988927,8960,0.3506,2.3437
Missouri,Long Term Disability,13,5988927,8960,0.2171,1.4509
Missouri,Surviving Spouse/Depend.,36,5988927,8960,0.6011,4.0179
Missouri,Other/Unknown,47,5988927,8960,0.7848,5.2455
Montana,Active Full Time,21,989415,290,2.1225,72.4138
