STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Active Full Time,535,4779736,5730,11.1931,93.3682
Alabama,Active Part Time or Seasonal,5,4779736,5730,0.1046,0.8726
Alabama,Early Retiree,140,4779736,5730,2.929,24.4328
Alabama,Medicare Eligible Retiree,21,4779736,5730,0.4394,3.6649
Alabama,Retiree (status unknown),4,4779736,5730,0.0837,0.6981
Alabama,COBRA Continuee,16,4779736,5730,0.3347,2.7923
Alabama,Long Term Disability,1,4779736,5730,0.0209,0.1745
Alabama,Surviving Spouse/Depend.,7,4779736,5730,0.1465,1.2216
Alabama,Other/Unknown,32,4779736,5730,0.6695,5.5846
Alaska,Active Full Time,26,710231,257,3.6608,101.1673
Alaska,Active Part Time or Seasonal,2,710231,257,0.2816,7.7821
Alaska,Early Retiree,2,710231,257,0.2816,7.7821
Alaska,COBRA Continuee,1,710231,257,0.1408,3.8911
Alaska,Other/Unknown,2,710231,257,0.2816,7.7821
Alaska,Medicare Eligible Retiree,0,710231,257,0,0
Alaska,Retiree (status unknown),0,710231,257,0,0
Alaska,Long Term Disability,0,710231,257,0,0
Alaska,Surviving Spouse/Depend.,0,710231,257,0,0
Arizona,Active Full Time,932,6392017,7456,14.5807,125
Arizona,Active Part Time or Seasonal,25,6392017,7456,0.3911,3.353
Arizona,Early Retiree,65,6392017,7456,1.0169,8.7178
Arizona,Medicare Eligible Retiree,9,6392017,7456,0.1408,1.2071
Arizona,Retiree (status unknown),29,6392017,7456,0.4537,3.8895
Arizona,COBRA Continuee,53,6392017,7456,0.8292,7.1084
Arizona,Long Term Disability,6,6392017,7456,0.0939,0.8047
Arizona,Surviving Spouse/Depend.,5,6392017,7456,0.0782,0.6706
Arizona,Other/Unknown,67,6392017,7456,1.0482,8.9861
Arkansas,Active Full Time,243,2915918,2052,8.3336,118.4211
Arkansas,Active Part Time or Seasonal,3,2915918,2052,0.1029,1.462
Arkansas,Early Retiree,30,2915918,2052,1.0288,14.6199
Arkansas,Medicare Eligible Retiree,5,2915918,2052,0.1715,2.4366
Arkansas,Retiree (status unknown),8,2915918,2052,0.2744,3.8986
Arkansas,COBRA Continuee,7,2915918,2052,0.2401,3.4113
Arkansas,Long Term Disability,3,2915918,2052,0.1029,1.462
Arkansas,Surviving Spouse/Depend.,2,2915918,2052,0.0686,0.9747
Arkansas,Other/Unknown,36,2915918,2052,1.2346,17.5439
California,Active Full Time,4541,37253956,40228,12.1893,112.8816
California,Active Part Time or Seasonal,42,37253956,40228,0.1127,1.044
California,Early Retiree,171,37253956,40228,0.459,4.2508
California,Medicare Eligible Retiree,38,37253956,40228,0.102,0.9446
California,Retiree (status unknown),990,37253956,40228,2.6574,24.6097
California,COBRA Continuee,107,37253956,40228,0.2872,2.6598
California,Long Term Disability,21,37253956,40228,0.0564,0.522
California,Surviving Spouse/Depend.,14,37253956,40228,0.0376,0.348
California,Other/Unknown,232,37253956,40228,0.6228,5.7671
Colorado,Active Full Time,390,5029196,3198,7.7547,121.9512
Colorado,Active Part Time or Seasonal,10,5029196,3198,0.1988,3.127
Colorado,Early Retiree,30,5029196,3198,0.5965,9.3809
Colorado,Medicare Eligible Retiree,1,5029196,3198,0.0199,0.3127
Colorado,Retiree (status unknown),9,5029196,3198,0.179,2.8143
Colorado,COBRA Continuee,17,5029196,3198,0.338,5.3158
Colorado,Long Term Disability,2,5029196,3198,0.0398,0.6254
Colorado,Surviving Spouse/Depend.,3,5029196,3198,0.0597,0.9381
Colorado,Other/Unknown,41,5029196,3198,0.8152,12.8205
Connecticut,Active Full Time,420,3574097,3431,11.7512,122.4133
Connecticut,Active Part Time or Seasonal,7,3574097,3431,0.1959,2.0402
Connecticut,Early Retiree,27,3574097,3431,0.7554,7.8694
Connecticut,Retiree (status unknown),2,3574097,3431,0.056,0.5829
Connecticut,COBRA Continuee,36,3574097,3431,1.0072,10.4926
Connecticut,Long Term Disability,5,3574097,3431,0.1399,1.4573
Connecticut,Surviving Spouse/Depend.,2,3574097,3431,0.056,0.5829
Connecticut,Other/Unknown,27,3574097,3431,0.7554,7.8694
Connecticut,Medicare Eligible Retiree,0,3574097,3431,0,0
Delaware,Active Full Time,150,897934,2088,16.705,71.8391
Delaware,Active Part Time or Seasonal,4,897934,2088,0.4455,1.9157
Delaware,Early Retiree,95,897934,2088,10.5798,45.4981
Delaware,Medicare Eligible Retiree,3,897934,2088,0.3341,1.4368
Delaware,Retiree (status unknown),1,897934,2088,0.1114,0.4789
Delaware,COBRA Continuee,4,897934,2088,0.4455,1.9157
Delaware,Long Term Disability,3,897934,2088,0.3341,1.4368
Delaware,Surviving Spouse/Depend.,5,897934,2088,0.5568,2.3946
Delaware,Other/Unknown,9,897934,2088,1.0023,4.3103
Florida,Active Full Time,1691,18801310,14966,8.9941,112.9894
Florida,Active Part Time or Seasonal,56,18801310,14966,0.2979,3.7418
Florida,Early Retiree,272,18801310,14966,1.4467,18.1745
Florida,Medicare Eligible Retiree,53,18801310,14966,0.2819,3.5414
Florida,Retiree (status unknown),4,18801310,14966,0.0213,0.2673
Florida,COBRA Continuee,111,18801310,14966,0.5904,7.4168
Florida,Long Term Disability,28,18801310,14966,0.1489,1.8709
Florida,Surviving Spouse/Depend.,22,18801310,14966,0.117,1.47
Florida,Other/Unknown,171,18801310,14966,0.9095,11.4259
Georgia,Active Full Time,1773,9687653,22416,18.3016,79.0953
Georgia,Active Part Time or Seasonal,22,9687653,22416,0.2271,0.9814
Georgia,Early Retiree,310,9687653,22416,3.1999,13.8294
Georgia,Medicare Eligible Retiree,24,9687653,22416,0.2477,1.0707
Georgia,Retiree (status unknown),4,9687653,22416,0.0413,0.1784
Georgia,COBRA Continuee,47,9687653,22416,0.4852,2.0967
Georgia,Long Term Disability,20,9687653,22416,0.2064,0.8922
Georgia,Surviving Spouse/Depend.,18,9687653,22416,0.1858,0.803
Georgia,Other/Unknown,116,9687653,22416,1.1974,5.1749
Hawaii,Active Full Time,6,1360301,85,0.4411,70.5882
Hawaii,Early Retiree,3,1360301,85,0.2205,35.2941
Hawaii,Medicare Eligible Retiree,1,1360301,85,0.0735,11.7647
Hawaii,Retiree (status unknown),2,1360301,85,0.147,23.5294
Hawaii,COBRA Continuee,1,1360301,85,0.0735,11.7647
Hawaii,Other/Unknown,2,1360301,85,0.147,23.5294
Hawaii,Active Part Time or Seasonal,0,1360301,85,0,0
Hawaii,Long Term Disability,0,1360301,85,0,0
Hawaii,Surviving Spouse/Depend.,0,1360301,85,0,0
Idaho,Active Full Time,71,1567582,569,4.5293,124.7803
Idaho,Active Part Time or Seasonal,3,1567582,569,0.1914,5.2724
Idaho,Early Retiree,8,1567582,569,0.5103,14.0598
Idaho,Retiree (status unknown),11,1567582,569,0.7017,19.3322
Idaho,COBRA Continuee,5,1567582,569,0.319,8.7873
Idaho,Long Term Disability,1,1567582,569,0.0638,1.7575
Idaho,Other/Unknown,7,1567582,569,0.4465,12.3023
Idaho,Medicare Eligible Retiree,0,1567582,569,0,0
Idaho,Surviving Spouse/Depend.,0,1567582,569,0,0
Illinois,Active Full Time,951,12830632,10670,7.4119,89.1284
Illinois,Active Part Time or Seasonal,41,12830632,10670,0.3195,3.8425
