STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",17,4779736,5730,0.3557,2.9668
Alabama,"Manufacturing, Nondurable Goods",7,4779736,5730,0.1465,1.2216
Alabama,"Transportation, Communications, Utilities",24,4779736,5730,0.5021,4.1885
Alabama,Retail Trade,2,4779736,5730,0.0418,0.349
Alabama,"Finance, Insurance, Real Estate",3,4779736,5730,0.0628,0.5236
Alabama,Services,5,4779736,5730,0.1046,0.8726
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alabama,Wholesale,0,4779736,5730,0,0
Alaska,"Oil & Gas Extraction, Mining",1,710231,257,0.1408,3.8911
Alaska,"Manufacturing, Durable Goods",1,710231,257,0.1408,3.8911
Alaska,Retail Trade,1,710231,257,0.1408,3.8911
Alaska,Services,2,710231,257,0.2816,7.7821
Alaska,"Manufacturing, Nondurable Goods",0,710231,257,0,0
Alaska,"Transportation, Communications, Utilities",0,710231,257,0,0
Alaska,"Finance, Insurance, Real Estate",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",7,6392017,7456,0.1095,0.9388
Arizona,"Manufacturing, Durable Goods",49,6392017,7456,0.7666,6.5719
Arizona,"Manufacturing, Nondurable Goods",4,6392017,7456,0.0626,0.5365
Arizona,"Transportation, Communications, Utilities",17,6392017,7456,0.266,2.28
Arizona,Retail Trade,9,6392017,7456,0.1408,1.2071
Arizona,"Finance, Insurance, Real Estate",24,6392017,7456,0.3755,3.2189
Arizona,Services,27,6392017,7456,0.4224,3.6212
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arizona,Construction,0,6392017,7456,0,0
Arizona,Wholesale,0,6392017,7456,0,0
Arkansas,"Oil & Gas Extraction, Mining",1,2915918,2052,0.0343,0.4873
Arkansas,"Manufacturing, Durable Goods",6,2915918,2052,0.2058,2.924
Arkansas,"Manufacturing, Nondurable Goods",11,2915918,2052,0.3772,5.3606
Arkansas,"Transportation, Communications, Utilities",8,2915918,2052,0.2744,3.8986
Arkansas,Retail Trade,2,2915918,2052,0.0686,0.9747
Arkansas,"Finance, Insurance, Real Estate",1,2915918,2052,0.0343,0.4873
Arkansas,Services,2,2915918,2052,0.0686,0.9747
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
Arkansas,Wholesale,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",3,37253956,40228,0.0081,0.0746
California,"Manufacturing, Durable Goods",51,37253956,40228,0.1369,1.2678
California,"Manufacturing, Nondurable Goods",9,37253956,40228,0.0242,0.2237
California,"Transportation, Communications, Utilities",43,37253956,40228,0.1154,1.0689
California,Retail Trade,13,37253956,40228,0.0349,0.3232
California,"Finance, Insurance, Real Estate",24,37253956,40228,0.0644,0.5966
California,Services,84,37253956,40228,0.2255,2.0881
California,Construction,1,37253956,40228,0.0027,0.0249
California,"Agriculture, Forestry, Fishing",0,37253956,40228,0,0
California,Wholesale,0,37253956,40228,0,0
Colorado,"Manufacturing, Durable Goods",17,5029196,3198,0.338,5.3158
Colorado,"Manufacturing, Nondurable Goods",6,5029196,3198,0.1193,1.8762
Colorado,"Transportation, Communications, Utilities",14,5029196,3198,0.2784,4.3777
Colorado,Retail Trade,3,5029196,3198,0.0597,0.9381
Colorado,"Finance, Insurance, Real Estate",5,5029196,3198,0.0994,1.5635
Colorado,Services,9,5029196,3198,0.179,2.8143
