STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",52,4779736,5730,1.0879,9.075
Alabama,"Manufacturing, Nondurable Goods",15,4779736,5730,0.3138,2.6178
Alabama,"Transportation, Communications, Utilities",50,4779736,5730,1.0461,8.726
Alabama,Retail Trade,6,4779736,5730,0.1255,1.0471
Alabama,"Finance, Insurance, Real Estate",6,4779736,5730,0.1255,1.0471
Alabama,Services,6,4779736,5730,0.1255,1.0471
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alabama,Wholesale,0,4779736,5730,0,0
Alaska,Retail Trade,1,710231,257,0.1408,3.8911
Alaska,"Finance, Insurance, Real Estate",1,710231,257,0.1408,3.8911
Alaska,Services,3,710231,257,0.4224,11.6732
Alaska,"Oil & Gas Extraction, Mining",0,710231,257,0,0
Alaska,"Manufacturing, Durable Goods",0,710231,257,0,0
Alaska,"Manufacturing, Nondurable Goods",0,710231,257,0,0
Alaska,"Transportation, Communications, Utilities",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",3,6392017,7456,0.0469,0.4024
Arizona,"Manufacturing, Durable Goods",68,6392017,7456,1.0638,9.1202
Arizona,"Manufacturing, Nondurable Goods",10,6392017,7456,0.1564,1.3412
Arizona,"Transportation, Communications, Utilities",26,6392017,7456,0.4068,3.4871
Arizona,Retail Trade,19,6392017,7456,0.2972,2.5483
Arizona,"Finance, Insurance, Real Estate",60,6392017,7456,0.9387,8.0472
Arizona,Services,74,6392017,7456,1.1577,9.9249
Arizona,Wholesale,1,6392017,7456,0.0156,0.1341
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arizona,Construction,0,6392017,7456,0,0
Arkansas,"Manufacturing, Durable Goods",12,2915918,2052,0.4115,5.848
Arkansas,"Manufacturing, Nondurable Goods",21,2915918,2052,0.7202,10.2339
Arkansas,"Transportation, Communications, Utilities",17,2915918,2052,0.583,8.2846
Arkansas,Retail Trade,3,2915918,2052,0.1029,1.462
Arkansas,"Finance, Insurance, Real Estate",4,2915918,2052,0.1372,1.9493
Arkansas,Services,3,2915918,2052,0.1029,1.462
Arkansas,"Oil & Gas Extraction, Mining",0,2915918,2052,0,0
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
Arkansas,Wholesale,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",2,37253956,40228,0.0054,0.0497
