STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",227,4779736,5730,4.7492,39.6161
Alabama,"Manufacturing, Nondurable Goods",61,4779736,5730,1.2762,10.6457
Alabama,"Transportation, Communications, Utilities",110,4779736,5730,2.3014,19.1972
Alabama,Retail Trade,22,4779736,5730,0.4603,3.8394
Alabama,"Finance, Insurance, Real Estate",38,4779736,5730,0.795,6.6318
Alabama,Services,33,4779736,5730,0.6904,5.7592
Alabama,Construction,1,4779736,5730,0.0209,0.1745
Alabama,Wholesale,3,4779736,5730,0.0628,0.5236
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alaska,"Oil & Gas Extraction, Mining",6,710231,257,0.8448,23.3463
Alaska,"Manufacturing, Durable Goods",1,710231,257,0.1408,3.8911
Alaska,"Manufacturing, Nondurable Goods",3,710231,257,0.4224,11.6732
Alaska,"Transportation, Communications, Utilities",2,710231,257,0.2816,7.7821
Alaska,Retail Trade,6,710231,257,0.8448,23.3463
Alaska,Services,23,710231,257,3.2384,89.4942
Alaska,"Finance, Insurance, Real Estate",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",21,6392017,7456,0.3285,2.8165
Arizona,"Manufacturing, Durable Goods",250,6392017,7456,3.9111,33.53
Arizona,"Manufacturing, Nondurable Goods",26,6392017,7456,0.4068,3.4871
Arizona,"Transportation, Communications, Utilities",107,6392017,7456,1.674,14.3509
Arizona,Retail Trade,49,6392017,7456,0.7666,6.5719
Arizona,"Finance, Insurance, Real Estate",187,6392017,7456,2.9255,25.0805
Arizona,Services,600,6392017,7456,9.3867,80.4721
Arizona,Wholesale,4,6392017,7456,0.0626,0.5365
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arizona,Construction,0,6392017,7456,0,0
Arkansas,"Oil & Gas Extraction, Mining",2,2915918,2052,0.0686,0.9747
Arkansas,"Manufacturing, Durable Goods",65,2915918,2052,2.2291,31.6764
Arkansas,"Manufacturing, Nondurable Goods",57,2915918,2052,1.9548,27.7778
Arkansas,"Transportation, Communications, Utilities",48,2915918,2052,1.6461,23.3918
Arkansas,Retail Trade,10,2915918,2052,0.3429,4.8733
Arkansas,"Finance, Insurance, Real Estate",13,2915918,2052,0.4458,6.3353
Arkansas,Services,10,2915918,2052,0.3429,4.8733
Arkansas,Wholesale,3,2915918,2052,0.1029,1.462
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",16,37253956,40228,0.0429,0.3977
California,"Manufacturing, Durable Goods",344,37253956,40228,0.9234,8.5513
California,"Manufacturing, Nondurable Goods",141,37253956,40228,0.3785,3.505
California,"Transportation, Communications, Utilities",348,37253956,40228,0.9341,8.6507
California,Retail Trade,118,37253956,40228,0.3167,2.9333
California,"Finance, Insurance, Real Estate",210,37253956,40228,0.5637,5.2202
