STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Active Full Time,143,4779736,5730,2.9918,24.9564
Alabama,Early Retiree,26,4779736,5730,0.544,4.5375
Alabama,Medicare Eligible Retiree,12,4779736,5730,0.2511,2.0942
Alabama,COBRA Continuee,7,4779736,5730,0.1465,1.2216
Alabama,Long Term Disability,4,4779736,5730,0.0837,0.6981
Alabama,Surviving Spouse/Depend.,1,4779736,5730,0.0209,0.1745
Alabama,Other/Unknown,11,4779736,5730,0.2301,1.9197
Alabama,Active Part Time or Seasonal,0,4779736,5730,0,0
Alabama,Retiree (status unknown),0,4779736,5730,0,0
Alaska,Active Full Time,4,710231,257,0.5632,15.5642
Alaska,Other/Unknown,1,710231,257,0.1408,3.8911
Alaska,Active Part Time or Seasonal,0,710231,257,0,0
Alaska,Early Retiree,0,710231,257,0,0
Alaska,Medicare Eligible Retiree,0,710231,257,0,0
Alaska,Retiree (status unknown),0,710231,257,0,0
Alaska,COBRA Continuee,0,710231,257,0,0
Alaska,Long Term Disability,0,710231,257,0,0
Alaska,Surviving Spouse/Depend.,0,710231,257,0,0
Arizona,Active Full Time,207,6392017,7456,3.2384,27.7629
Arizona,Active Part Time or Seasonal,3,6392017,7456,0.0469,0.4024
Arizona,Early Retiree,13,6392017,7456,0.2034,1.7436
Arizona,Medicare Eligible Retiree,5,6392017,7456,0.0782,0.6706
Arizona,Retiree (status unknown),4,6392017,7456,0.0626,0.5365
Arizona,COBRA Continuee,15,6392017,7456,0.2347,2.0118
Arizona,Long Term Disability,5,6392017,7456,0.0782,0.6706
Arizona,Surviving Spouse/Depend.,2,6392017,7456,0.0313,0.2682
Arizona,Other/Unknown,18,6392017,7456,0.2816,2.4142
Arkansas,Active Full Time,49,2915918,2052,1.6804,23.8791
Arkansas,Active Part Time or Seasonal,3,2915918,2052,0.1029,1.462
Arkansas,Early Retiree,4,2915918,2052,0.1372,1.9493
Arkansas,Retiree (status unknown),1,2915918,2052,0.0343,0.4873
Arkansas,COBRA Continuee,1,2915918,2052,0.0343,0.4873
Arkansas,Long Term Disability,2,2915918,2052,0.0686,0.9747
Arkansas,Surviving Spouse/Depend.,1,2915918,2052,0.0343,0.4873
Arkansas,Other/Unknown,2,2915918,2052,0.0686,0.9747
Arkansas,Medicare Eligible Retiree,0,2915918,2052,0,0
California,Active Full Time,1233,37253956,40228,3.3097,30.6503
California,Active Part Time or Seasonal,12,37253956,40228,0.0322,0.2983
California,Early Retiree,50,37253956,40228,0.1342,1.2429
California,Medicare Eligible Retiree,12,37253956,40228,0.0322,0.2983
California,Retiree (status unknown),265,37253956,40228,0.7113,6.5875
California,COBRA Continuee,43,37253956,40228,0.1154,1.0689
California,Long Term Disability,13,37253956,40228,0.0349,0.3232
California,Surviving Spouse/Depend.,4,37253956,40228,0.0107,0.0994
California,Other/Unknown,61,37253956,40228,0.1637,1.5164
Colorado,Active Full Time,135,5029196,3198,2.6843,42.2139
Colorado,Early Retiree,2,5029196,3198,0.0398,0.6254
Colorado,Medicare Eligible Retiree,1,5029196,3198,0.0199,0.3127
Colorado,Retiree (status unknown),4,5029196,3198,0.0795,1.2508
Colorado,COBRA Continuee,7,5029196,3198,0.1392,2.1889
Colorado,Long Term Disability,2,5029196,3198,0.0398,0.6254
Colorado,Other/Unknown,15,5029196,3198,0.2983,4.6904
Colorado,Active Part Time or Seasonal,0,5029196,3198,0,0
Colorado,Surviving Spouse/Depend.,0,5029196,3198,0,0
Connecticut,Active Full Time,103,3574097,3431,2.8818,30.0204
Connecticut,Active Part Time or Seasonal,3,3574097,3431,0.0839,0.8744
Connecticut,Early Retiree,8,3574097,3431,0.2238,2.3317
Connecticut,Retiree (status unknown),1,3574097,3431,0.028,0.2915
Connecticut,COBRA Continuee,13,3574097,3431,0.3637,3.789
Connecticut,Long Term Disability,3,3574097,3431,0.0839,0.8744
Connecticut,Other/Unknown,8,3574097,3431,0.2238,2.3317
Connecticut,Medicare Eligible Retiree,0,3574097,3431,0,0
Connecticut,Surviving Spouse/Depend.,0,3574097,3431,0,0
Delaware,Active Full Time,85,897934,2088,9.4662,40.7088
Delaware,Active Part Time or Seasonal,1,897934,2088,0.1114,0.4789
Delaware,Early Retiree,18,897934,2088,2.0046,8.6207
Delaware,Retiree (status unknown),2,897934,2088,0.2227,0.9579
Delaware,COBRA Continuee,3,897934,2088,0.3341,1.4368
Delaware,Long Term Disability,1,897934,2088,0.1114,0.4789
Delaware,Surviving Spouse/Depend.,2,897934,2088,0.2227,0.9579
Delaware,Other/Unknown,5,897934,2088,0.5568,2.3946
Delaware,Medicare Eligible Retiree,0,897934,2088,0,0
Florida,Active Full Time,391,18801310,14966,2.0796,26.1259
Florida,Active Part Time or Seasonal,15,18801310,14966,0.0798,1.0023
Florida,Early Retiree,59,18801310,14966,0.3138,3.9423
Florida,Medicare Eligible Retiree,17,18801310,14966,0.0904,1.1359
Florida,Retiree (status unknown),3,18801310,14966,0.016,0.2005
Florida,COBRA Continuee,34,18801310,14966,0.1808,2.2718
Florida,Long Term Disability,14,18801310,14966,0.0745,0.9355
Florida,Surviving Spouse/Depend.,5,18801310,14966,0.0266,0.3341
Florida,Other/Unknown,42,18801310,14966,0.2234,2.8064
Georgia,Active Full Time,560,9687653,22416,5.7806,24.9822
Georgia,Active Part Time or Seasonal,7,9687653,22416,0.0723,0.3123
Georgia,Early Retiree,95,9687653,22416,0.9806,4.238
Georgia,Medicare Eligible Retiree,8,9687653,22416,0.0826,0.3569
Georgia,Retiree (status unknown),1,9687653,22416,0.0103,0.0446
Georgia,COBRA Continuee,21,9687653,22416,0.2168,0.9368
Georgia,Long Term Disability,15,9687653,22416,0.1548,0.6692
Georgia,Surviving Spouse/Depend.,5,9687653,22416,0.0516,0.2231
Georgia,Other/Unknown,45,9687653,22416,0.4645,2.0075
Hawaii,Active Full Time,1,1360301,85,0.0735,11.7647
Hawaii,Early Retiree,1,1360301,85,0.0735,11.7647
Hawaii,COBRA Continuee,1,1360301,85,0.0735,11.7647
Hawaii,Active Part Time or Seasonal,0,1360301,85,0,0
Hawaii,Medicare Eligible Retiree,0,1360301,85,0,0
Hawaii,Retiree (status unknown),0,1360301,85,0,0
Hawaii,Long Term Disability,0,1360301,85,0,0
Hawaii,Surviving Spouse/Depend.,0,1360301,85,0,0
Hawaii,Other/Unknown,0,1360301,85,0,0
Idaho,Active Full Time,31,1567582,569,1.9776,54.4815
Idaho,Active Part Time or Seasonal,3,1567582,569,0.1914,5.2724
Idaho,Early Retiree,3,1567582,569,0.1914,5.2724
Idaho,Retiree (status unknown),4,1567582,569,0.2552,7.0299
Idaho,COBRA Continuee,1,1567582,569,0.0638,1.7575
Idaho,Long Term Disability,2,1567582,569,0.1276,3.5149
Idaho,Other/Unknown,3,1567582,569,0.1914,5.2724
Idaho,Medicare Eligible Retiree,0,1567582,569,0,0
Idaho,Surviving Spouse/Depend.,0,1567582,569,0,0
Illinois,Active Full Time,286,12830632,10670,2.229,26.8041
Illinois,Active Part Time or Seasonal,14,12830632,10670,0.1091,1.3121
Illinois,Early Retiree,43,12830632,10670,0.3351,4.03
