STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Active Full Time,301,4779736,5730,6.2974,52.5305
Alabama,Active Part Time or Seasonal,3,4779736,5730,0.0628,0.5236
Alabama,Early Retiree,72,4779736,5730,1.5064,12.5654
Alabama,Medicare Eligible Retiree,14,4779736,5730,0.2929,2.4433
Alabama,Retiree (status unknown),1,4779736,5730,0.0209,0.1745
Alabama,COBRA Continuee,10,4779736,5730,0.2092,1.7452
Alabama,Surviving Spouse/Depend.,10,4779736,5730,0.2092,1.7452
Alabama,Other/Unknown,20,4779736,5730,0.4184,3.4904
Alabama,Long Term Disability,0,4779736,5730,0,0
Alaska,Active Full Time,44,710231,257,6.1952,171.2062
Alaska,Active Part Time or Seasonal,3,710231,257,0.4224,11.6732
Alaska,Early Retiree,1,710231,257,0.1408,3.8911
Alaska,Retiree (status unknown),1,710231,257,0.1408,3.8911
Alaska,COBRA Continuee,1,710231,257,0.1408,3.8911
Alaska,Other/Unknown,1,710231,257,0.1408,3.8911
Alaska,Medicare Eligible Retiree,0,710231,257,0,0
Alaska,Long Term Disability,0,710231,257,0,0
Alaska,Surviving Spouse/Depend.,0,710231,257,0,0
Arizona,Active Full Time,1129,6392017,7456,17.6627,151.4217
Arizona,Active Part Time or Seasonal,16,6392017,7456,0.2503,2.1459
Arizona,Early Retiree,54,6392017,7456,0.8448,7.2425
Arizona,Medicare Eligible Retiree,13,6392017,7456,0.2034,1.7436
Arizona,Retiree (status unknown),19,6392017,7456,0.2972,2.5483
Arizona,COBRA Continuee,34,6392017,7456,0.5319,4.5601
Arizona,Long Term Disability,5,6392017,7456,0.0782,0.6706
Arizona,Surviving Spouse/Depend.,4,6392017,7456,0.0626,0.5365
Arizona,Other/Unknown,100,6392017,7456,1.5645,13.412
Arkansas,Active Full Time,114,2915918,2052,3.9096,55.5556
Arkansas,Early Retiree,15,2915918,2052,0.5144,7.3099
Arkansas,Medicare Eligible Retiree,5,2915918,2052,0.1715,2.4366
Arkansas,Retiree (status unknown),2,2915918,2052,0.0686,0.9747
Arkansas,COBRA Continuee,2,2915918,2052,0.0686,0.9747
Arkansas,Other/Unknown,15,2915918,2052,0.5144,7.3099
Arkansas,Active Part Time or Seasonal,0,2915918,2052,0,0
Arkansas,Long Term Disability,0,2915918,2052,0,0
Arkansas,Surviving Spouse/Depend.,0,2915918,2052,0,0
California,Active Full Time,6223,37253956,40228,16.7043,154.6932
California,Active Part Time or Seasonal,31,37253956,40228,0.0832,0.7706
California,Early Retiree,183,37253956,40228,0.4912,4.5491
California,Medicare Eligible Retiree,28,37253956,40228,0.0752,0.696
California,Retiree (status unknown),1320,37253956,40228,3.5432,32.813
California,COBRA Continuee,57,37253956,40228,0.153,1.4169
California,Long Term Disability,12,37253956,40228,0.0322,0.2983
California,Surviving Spouse/Depend.,6,37253956,40228,0.0161,0.1491
California,Other/Unknown,232,37253956,40228,0.6228,5.7671
Colorado,Active Full Time,318,5029196,3198,6.3231,99.4371
