STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",56,4779736,5730,1.1716,9.7731
Alabama,"Manufacturing, Nondurable Goods",12,4779736,5730,0.2511,2.0942
Alabama,"Transportation, Communications, Utilities",39,4779736,5730,0.8159,6.8063
Alabama,Retail Trade,9,4779736,5730,0.1883,1.5707
Alabama,"Finance, Insurance, Real Estate",5,4779736,5730,0.1046,0.8726
Alabama,Services,11,4779736,5730,0.2301,1.9197
Alabama,Wholesale,2,4779736,5730,0.0418,0.349
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alaska,"Oil & Gas Extraction, Mining",3,710231,257,0.4224,11.6732
Alaska,"Manufacturing, Nondurable Goods",1,710231,257,0.1408,3.8911
Alaska,"Transportation, Communications, Utilities",1,710231,257,0.1408,3.8911
Alaska,Retail Trade,2,710231,257,0.2816,7.7821
Alaska,"Finance, Insurance, Real Estate",1,710231,257,0.1408,3.8911
Alaska,Services,12,710231,257,1.6896,46.6926
Alaska,"Manufacturing, Durable Goods",0,710231,257,0,0
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",8,6392017,7456,0.1252,1.073
Arizona,"Manufacturing, Durable Goods",75,6392017,7456,1.1733,10.059
Arizona,"Manufacturing, Nondurable Goods",17,6392017,7456,0.266,2.28
Arizona,"Transportation, Communications, Utilities",36,6392017,7456,0.5632,4.8283
Arizona,Retail Trade,16,6392017,7456,0.2503,2.1459
Arizona,"Finance, Insurance, Real Estate",87,6392017,7456,1.3611,11.6685
Arizona,Services,231,6392017,7456,3.6139,30.9818
Arizona,Construction,2,6392017,7456,0.0313,0.2682
Arizona,Wholesale,1,6392017,7456,0.0156,0.1341
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arkansas,"Manufacturing, Durable Goods",22,2915918,2052,0.7545,10.7212
Arkansas,"Manufacturing, Nondurable Goods",24,2915918,2052,0.8231,11.6959
Arkansas,"Transportation, Communications, Utilities",22,2915918,2052,0.7545,10.7212
Arkansas,Retail Trade,1,2915918,2052,0.0343,0.4873
Arkansas,"Finance, Insurance, Real Estate",4,2915918,2052,0.1372,1.9493
Arkansas,Services,1,2915918,2052,0.0343,0.4873
Arkansas,Wholesale,1,2915918,2052,0.0343,0.4873
Arkansas,"Oil & Gas Extraction, Mining",0,2915918,2052,0,0
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",3,37253956,40228,0.0081,0.0746
California,"Manufacturing, Durable Goods",124,37253956,40228,0.3329,3.0824
California,"Manufacturing, Nondurable Goods",37,37253956,40228,0.0993,0.9198
California,"Transportation, Communications, Utilities",116,37253956,40228,0.3114,2.8836
California,Retail Trade,29,37253956,40228,0.0778,0.7209
California,"Finance, Insurance, Real Estate",84,37253956,40228,0.2255,2.0881
California,Services,386,37253956,40228,1.0361,9.5953
California,Construction,1,37253956,40228,0.0027,0.0249
California,Wholesale,4,37253956,40228,0.0107,0.0994
California,"Agriculture, Forestry, Fishing",0,37253956,40228,0,0
Colorado,"Oil & Gas Extraction, Mining",5,5029196,3198,0.0994,1.5635
Colorado,"Manufacturing, Durable Goods",36,5029196,3198,0.7158,11.257
Colorado,"Manufacturing, Nondurable Goods",10,5029196,3198,0.1988,3.127
Colorado,"Transportation, Communications, Utilities",42,5029196,3198,0.8351,13.1332
Colorado,Retail Trade,20,5029196,3198,0.3977,6.2539
Colorado,"Finance, Insurance, Real Estate",18,5029196,3198,0.3579,5.6285
Colorado,Services,36,5029196,3198,0.7158,11.257
Colorado,Wholesale,1,5029196,3198,0.0199,0.3127
Colorado,"Agriculture, Forestry, Fishing",0,5029196,3198,0,0
Colorado,Construction,0,5029196,3198,0,0
Connecticut,"Manufacturing, Durable Goods",40,3574097,3431,1.1192,11.6584
Connecticut,"Manufacturing, Nondurable Goods",18,3574097,3431,0.5036,5.2463
Connecticut,"Transportation, Communications, Utilities",45,3574097,3431,1.2591,13.1157
Connecticut,Retail Trade,13,3574097,3431,0.3637,3.789
Connecticut,"Finance, Insurance, Real Estate",23,3574097,3431,0.6435,6.7036
Connecticut,Services,33,3574097,3431,0.9233,9.6182
Connecticut,Construction,5,3574097,3431,0.1399,1.4573
Connecticut,Wholesale,5,3574097,3431,0.1399,1.4573
Connecticut,"Oil & Gas Extraction, Mining",0,3574097,3431,0,0
Connecticut,"Agriculture, Forestry, Fishing",0,3574097,3431,0,0
Delaware,"Oil & Gas Extraction, Mining",1,897934,2088,0.1114,0.4789
Delaware,"Manufacturing, Durable Goods",25,897934,2088,2.7842,11.9732
Delaware,"Transportation, Communications, Utilities",19,897934,2088,2.116,9.0996
Delaware,Retail Trade,4,897934,2088,0.4455,1.9157
Delaware,"Finance, Insurance, Real Estate",25,897934,2088,2.7842,11.9732
Delaware,Services,4,897934,2088,0.4455,1.9157
Delaware,"Manufacturing, Nondurable Goods",0,897934,2088,0,0
Delaware,"Agriculture, Forestry, Fishing",0,897934,2088,0,0
Delaware,Construction,0,897934,2088,0,0
Delaware,Wholesale,0,897934,2088,0,0
Florida,"Oil & Gas Extraction, Mining",1,18801310,14966,0.0053,0.0668
Florida,"Manufacturing, Durable Goods",151,18801310,14966,0.8031,10.0895
Florida,"Manufacturing, Nondurable Goods",55,18801310,14966,0.2925,3.675
Florida,"Transportation, Communications, Utilities",182,18801310,14966,0.968,12.1609
Florida,Retail Trade,75,18801310,14966,0.3989,5.0114
Florida,"Finance, Insurance, Real Estate",130,18801310,14966,0.6914,8.6864
Florida,Services,161,18801310,14966,0.8563,10.7577
Florida,Wholesale,7,18801310,14966,0.0372,0.4677
Florida,"Agriculture, Forestry, Fishing",0,18801310,14966,0,0
Florida,Construction,0,18801310,14966,0,0
Georgia,"Manufacturing, Durable Goods",80,9687653,22416,0.8258,3.5689
Georgia,"Manufacturing, Nondurable Goods",58,9687653,22416,0.5987,2.5874
Georgia,"Transportation, Communications, Utilities",116,9687653,22416,1.1974,5.1749
Georgia,Retail Trade,26,9687653,22416,0.2684,1.1599
Georgia,"Finance, Insurance, Real Estate",37,9687653,22416,0.3819,1.6506
Georgia,Services,70,9687653,22416,0.7226,3.1228
Georgia,Wholesale,2,9687653,22416,0.0206,0.0892
Georgia,"Oil & Gas Extraction, Mining",0,9687653,22416,0,0
Georgia,"Agriculture, Forestry, Fishing",0,9687653,22416,0,0
Georgia,Construction,0,9687653,22416,0,0
Hawaii,Services,1,1360301,85,0.0735,11.7647
Hawaii,"Oil & Gas Extraction, Mining",0,1360301,85,0,0
Hawaii,"Manufacturing, Durable Goods",0,1360301,85,0,0
Hawaii,"Manufacturing, Nondurable Goods",0,1360301,85,0,0
Hawaii,"Transportation, Communications, Utilities",0,1360301,85,0,0
Hawaii,Retail Trade,0,1360301,85,0,0
Hawaii,"Finance, Insurance, Real Estate",0,1360301,85,0,0
Hawaii,"Agriculture, Forestry, Fishing",0,1360301,85,0,0
Hawaii,Construction,0,1360301,85,0,0
Hawaii,Wholesale,0,1360301,85,0,0
Idaho,"Manufacturing, Durable Goods",3,1567582,569,0.1914,5.2724
Idaho,"Manufacturing, Nondurable Goods",3,1567582,569,0.1914,5.2724
Idaho,"Transportation, Communications, Utilities",7,1567582,569,0.4465,12.3023
Idaho,Retail Trade,3,1567582,569,0.1914,5.2724
Idaho,"Finance, Insurance, Real Estate",11,1567582,569,0.7017,19.3322
Idaho,Services,6,1567582,569,0.3828,10.5448
Idaho,"Oil & Gas Extraction, Mining",0,1567582,569,0,0
Idaho,"Agriculture, Forestry, Fishing",0,1567582,569,0,0
Idaho,Construction,0,1567582,569,0,0
Idaho,Wholesale,0,1567582,569,0,0
Illinois,"Oil & Gas Extraction, Mining",3,12830632,10670,0.0234,0.2812
Illinois,"Manufacturing, Durable Goods",177,12830632,10670,1.3795,16.5886
Illinois,"Manufacturing, Nondurable Goods",73,12830632,10670,0.569,6.8416
Illinois,"Transportation, Communications, Utilities",149,12830632,10670,1.1613,13.9644
Illinois,Retail Trade,43,12830632,10670,0.3351,4.03
Illinois,"Finance, Insurance, Real Estate",129,12830632,10670,1.0054,12.09
Illinois,Services,42,12830632,10670,0.3273,3.9363
Illinois,Wholesale,3,12830632,10670,0.0234,0.2812
Illinois,"Agriculture, Forestry, Fishing",0,12830632,10670,0,0
Illinois,Construction,0,12830632,10670,0,0
Indiana,"Oil & Gas Extraction, Mining",2,6483802,7465,0.0308,0.2679
Indiana,"Manufacturing, Durable Goods",244,6483802,7465,3.7632,32.6859
Indiana,"Manufacturing, Nondurable Goods",27,6483802,7465,0.4164,3.6169
Indiana,"Transportation, Communications, Utilities",42,6483802,7465,0.6478,5.6263
Indiana,Retail Trade,24,6483802,7465,0.3702,3.215
Indiana,"Finance, Insurance, Real Estate",15,6483802,7465,0.2313,2.0094
Indiana,Services,27,6483802,7465,0.4164,3.6169
Indiana,Wholesale,5,6483802,7465,0.0771,0.6698
Indiana,"Agriculture, Forestry, Fishing",0,6483802,7465,0,0
Indiana,Construction,0,6483802,7465,0,0
Iowa,"Manufacturing, Durable Goods",32,3046355,1738,1.0504,18.412
Iowa,"Manufacturing, Nondurable Goods",30,3046355,1738,0.9848,17.2612
Iowa,"Transportation, Communications, Utilities",9,3046355,1738,0.2954,5.1784
Iowa,Retail Trade,4,3046355,1738,0.1313,2.3015
Iowa,"Finance, Insurance, Real Estate",8,3046355,1738,0.2626,4.603
Iowa,Services,25,3046355,1738,0.8207,14.3843
Iowa,"Oil & Gas Extraction, Mining",0,3046355,1738,0,0
Iowa,"Agriculture, Forestry, Fishing",0,3046355,1738,0,0
Iowa,Construction,0,3046355,1738,0,0
Iowa,Wholesale,0,3046355,1738,0,0
Kansas,"Oil & Gas Extraction, Mining",1,2853118,2026,0.035,0.4936
Kansas,"Manufacturing, Durable Goods",21,2853118,2026,0.736,10.3653
Kansas,"Manufacturing, Nondurable Goods",17,2853118,2026,0.5958,8.3909
Kansas,"Transportation, Communications, Utilities",15,2853118,2026,0.5257,7.4038
Kansas,Retail Trade,5,2853118,2026,0.1752,2.4679
Kansas,"Finance, Insurance, Real Estate",9,2853118,2026,0.3154,4.4423
Kansas,Services,8,2853118,2026,0.2804,3.9487
Kansas,"Agriculture, Forestry, Fishing",0,2853118,2026,0,0
Kansas,Construction,0,2853118,2026,0,0
Kansas,Wholesale,0,2853118,2026,0,0
Kentucky,"Oil & Gas Extraction, Mining",2,4339367,3823,0.0461,0.5231
Kentucky,"Manufacturing, Durable Goods",82,4339367,3823,1.8897,21.4491
Kentucky,"Manufacturing, Nondurable Goods",26,4339367,3823,0.5992,6.8009
Kentucky,"Transportation, Communications, Utilities",19,4339367,3823,0.4379,4.9699
Kentucky,Retail Trade,11,4339367,3823,0.2535,2.8773
Kentucky,"Finance, Insurance, Real Estate",20,4339367,3823,0.4609,5.2315
Kentucky,Services,35,4339367,3823,0.8066,9.1551
Kentucky,Wholesale,1,4339367,3823,0.023,0.2616
Kentucky,"Agriculture, Forestry, Fishing",0,4339367,3823,0,0
Kentucky,Construction,0,4339367,3823,0,0
Louisiana,"Oil & Gas Extraction, Mining",14,4533372,2935,0.3088,4.77
Louisiana,"Manufacturing, Durable Goods",43,4533372,2935,0.9485,14.6508
Louisiana,"Manufacturing, Nondurable Goods",16,4533372,2935,0.3529,5.4514
Louisiana,"Transportation, Communications, Utilities",29,4533372,2935,0.6397,9.8807
Louisiana,Retail Trade,3,4533372,2935,0.0662,1.0221
Louisiana,"Finance, Insurance, Real Estate",23,4533372,2935,0.5073,7.8365
Louisiana,Services,19,4533372,2935,0.4191,6.4736
Louisiana,"Agriculture, Forestry, Fishing",0,4533372,2935,0,0
Louisiana,Construction,0,4533372,2935,0,0
Louisiana,Wholesale,0,4533372,2935,0,0
Maine,"Manufacturing, Durable Goods",10,1328361,548,0.7528,18.2482
Maine,"Manufacturing, Nondurable Goods",4,1328361,548,0.3011,7.2993
Maine,"Transportation, Communications, Utilities",5,1328361,548,0.3764,9.1241
Maine,Retail Trade,1,1328361,548,0.0753,1.8248
Maine,"Finance, Insurance, Real Estate",6,1328361,548,0.4517,10.9489
Maine,Construction,1,1328361,548,0.0753,1.8248
Maine,Wholesale,1,1328361,548,0.0753,1.8248
Maine,"Oil & Gas Extraction, Mining",0,1328361,548,0,0
Maine,Services,0,1328361,548,0,0
Maine,"Agriculture, Forestry, Fishing",0,1328361,548,0,0
Maryland,"Manufacturing, Durable Goods",57,5773552,4495,0.9873,12.6808
Maryland,"Manufacturing, Nondurable Goods",11,5773552,4495,0.1905,2.4472
Maryland,"Transportation, Communications, Utilities",100,5773552,4495,1.732,22.2469
Maryland,Retail Trade,11,5773552,4495,0.1905,2.4472
Maryland,"Finance, Insurance, Real Estate",32,5773552,4495,0.5543,7.119
Maryland,Services,16,5773552,4495,0.2771,3.5595
Maryland,Wholesale,3,5773552,4495,0.052,0.6674
Maryland,"Oil & Gas Extraction, Mining",0,5773552,4495,0,0
Maryland,"Agriculture, Forestry, Fishing",0,5773552,4495,0,0
Maryland,Construction,0,5773552,4495,0,0
Massachusetts,"Oil & Gas Extraction, Mining",3,6547629,5945,0.0458,0.5046
Massachusetts,"Manufacturing, Durable Goods",44,6547629,5945,0.672,7.4012
Massachusetts,"Manufacturing, Nondurable Goods",21,6547629,5945,0.3207,3.5324
Massachusetts,"Transportation, Communications, Utilities",94,6547629,5945,1.4356,15.8116
Massachusetts,Retail Trade,24,6547629,5945,0.3665,4.037
Massachusetts,"Finance, Insurance, Real Estate",55,6547629,5945,0.84,9.2515
Massachusetts,Services,130,6547629,5945,1.9855,21.8671
Massachusetts,Construction,2,6547629,5945,0.0305,0.3364
Massachusetts,Wholesale,3,6547629,5945,0.0458,0.5046
Massachusetts,"Agriculture, Forestry, Fishing",0,6547629,5945,0,0
Michigan,"Oil & Gas Extraction, Mining",4,9883640,23231,0.0405,0.1722
Michigan,"Manufacturing, Durable Goods",820,9883640,23231,8.2965,35.2977
Michigan,"Manufacturing, Nondurable Goods",47,9883640,23231,0.4755,2.0232
Michigan,"Transportation, Communications, Utilities",67,9883640,23231,0.6779,2.8841
Michigan,Retail Trade,21,9883640,23231,0.2125,0.904
Michigan,"Finance, Insurance, Real Estate",24,9883640,23231,0.2428,1.0331
Michigan,Services,400,9883640,23231,4.0471,17.2184
Michigan,Wholesale,1,9883640,23231,0.0101,0.043
Michigan,"Agriculture, Forestry, Fishing",0,9883640,23231,0,0
Michigan,Construction,0,9883640,23231,0,0
Minnesota,"Oil & Gas Extraction, Mining",4,5303925,2775,0.0754,1.4414
Minnesota,"Manufacturing, Durable Goods",25,5303925,2775,0.4713,9.009
Minnesota,"Manufacturing, Nondurable Goods",19,5303925,2775,0.3582,6.8468
Minnesota,"Transportation, Communications, Utilities",40,5303925,2775,0.7542,14.4144
