STATE,INDSTRY,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,"Manufacturing, Durable Goods",219,4779736,5730,4.5818,38.2199
Alabama,"Manufacturing, Nondurable Goods",75,4779736,5730,1.5691,13.089
Alabama,"Transportation, Communications, Utilities",120,4779736,5730,2.5106,20.9424
Alabama,Retail Trade,22,4779736,5730,0.4603,3.8394
Alabama,"Finance, Insurance, Real Estate",26,4779736,5730,0.544,4.5375
Alabama,Services,45,4779736,5730,0.9415,7.8534
Alabama,Wholesale,1,4779736,5730,0.0209,0.1745
Alabama,"Oil & Gas Extraction, Mining",0,4779736,5730,0,0
Alabama,"Agriculture, Forestry, Fishing",0,4779736,5730,0,0
Alabama,Construction,0,4779736,5730,0,0
Alaska,"Oil & Gas Extraction, Mining",1,710231,257,0.1408,3.8911
Alaska,"Manufacturing, Durable Goods",2,710231,257,0.2816,7.7821
Alaska,"Manufacturing, Nondurable Goods",2,710231,257,0.2816,7.7821
Alaska,"Transportation, Communications, Utilities",1,710231,257,0.1408,3.8911
Alaska,Retail Trade,6,710231,257,0.8448,23.3463
Alaska,"Finance, Insurance, Real Estate",2,710231,257,0.2816,7.7821
Alaska,Services,18,710231,257,2.5344,70.0389
Alaska,"Agriculture, Forestry, Fishing",0,710231,257,0,0
Alaska,Construction,0,710231,257,0,0
Alaska,Wholesale,0,710231,257,0,0
Arizona,"Oil & Gas Extraction, Mining",40,6392017,7456,0.6258,5.3648
Arizona,"Manufacturing, Durable Goods",182,6392017,7456,2.8473,24.4099
Arizona,"Manufacturing, Nondurable Goods",37,6392017,7456,0.5788,4.9624
Arizona,"Transportation, Communications, Utilities",103,6392017,7456,1.6114,13.8144
Arizona,Retail Trade,69,6392017,7456,1.0795,9.2543
Arizona,"Finance, Insurance, Real Estate",227,6392017,7456,3.5513,30.4453
Arizona,Services,482,6392017,7456,7.5407,64.6459
Arizona,Construction,3,6392017,7456,0.0469,0.4024
Arizona,Wholesale,2,6392017,7456,0.0313,0.2682
Arizona,"Agriculture, Forestry, Fishing",0,6392017,7456,0,0
Arkansas,"Oil & Gas Extraction, Mining",3,2915918,2052,0.1029,1.462
Arkansas,"Manufacturing, Durable Goods",75,2915918,2052,2.5721,36.5497
Arkansas,"Manufacturing, Nondurable Goods",127,2915918,2052,4.3554,61.8908
Arkansas,"Transportation, Communications, Utilities",69,2915918,2052,2.3663,33.6257
Arkansas,Retail Trade,17,2915918,2052,0.583,8.2846
Arkansas,"Finance, Insurance, Real Estate",10,2915918,2052,0.3429,4.8733
Arkansas,Services,24,2915918,2052,0.8231,11.6959
Arkansas,"Agriculture, Forestry, Fishing",0,2915918,2052,0,0
Arkansas,Construction,0,2915918,2052,0,0
Arkansas,Wholesale,0,2915918,2052,0,0
California,"Oil & Gas Extraction, Mining",14,37253956,40228,0.0376,0.348
California,"Manufacturing, Durable Goods",289,37253956,40228,0.7758,7.1841
California,"Manufacturing, Nondurable Goods",112,37253956,40228,0.3006,2.7841
California,"Transportation, Communications, Utilities",419,37253956,40228,1.1247,10.4156
California,Retail Trade,111,37253956,40228,0.298,2.7593
California,"Finance, Insurance, Real Estate",249,37253956,40228,0.6684,6.1897
California,Services,893,37253956,40228,2.3971,22.1985
California,Construction,3,37253956,40228,0.0081,0.0746
California,Wholesale,7,37253956,40228,0.0188,0.174
California,"Agriculture, Forestry, Fishing",0,37253956,40228,0,0
Colorado,"Oil & Gas Extraction, Mining",9,5029196,3198,0.179,2.8143
Colorado,"Manufacturing, Durable Goods",99,5029196,3198,1.9685,30.9568
Colorado,"Manufacturing, Nondurable Goods",39,5029196,3198,0.7755,12.1951
Colorado,"Transportation, Communications, Utilities",103,5029196,3198,2.048,32.2076
Colorado,Retail Trade,66,5029196,3198,1.3123,20.6379
Colorado,"Finance, Insurance, Real Estate",49,5029196,3198,0.9743,15.3221
Colorado,Services,88,5029196,3198,1.7498,27.5172
Colorado,Wholesale,5,5029196,3198,0.0994,1.5635
Colorado,"Agriculture, Forestry, Fishing",0,5029196,3198,0,0
Colorado,Construction,0,5029196,3198,0,0
Connecticut,"Oil & Gas Extraction, Mining",2,3574097,3431,0.056,0.5829
Connecticut,"Manufacturing, Durable Goods",108,3574097,3431,3.0217,31.4777
Connecticut,"Manufacturing, Nondurable Goods",35,3574097,3431,0.9793,10.2011
Connecticut,"Transportation, Communications, Utilities",101,3574097,3431,2.8259,29.4375
Connecticut,Retail Trade,46,3574097,3431,1.287,13.4072
Connecticut,"Finance, Insurance, Real Estate",65,3574097,3431,1.8186,18.9449
Connecticut,Services,111,3574097,3431,3.1057,32.3521
Connecticut,"Agriculture, Forestry, Fishing",2,3574097,3431,0.056,0.5829
Connecticut,Construction,28,3574097,3431,0.7834,8.1609
Connecticut,Wholesale,11,3574097,3431,0.3078,3.2061
Delaware,"Oil & Gas Extraction, Mining",3,897934,2088,0.3341,1.4368
Delaware,"Manufacturing, Durable Goods",95,897934,2088,10.5798,45.4981
Delaware,"Manufacturing, Nondurable Goods",11,897934,2088,1.225,5.2682
Delaware,"Transportation, Communications, Utilities",35,897934,2088,3.8978,16.7625
Delaware,Retail Trade,6,897934,2088,0.6682,2.8736
Delaware,"Finance, Insurance, Real Estate",34,897934,2088,3.7865,16.2835
Delaware,Services,8,897934,2088,0.8909,3.8314
Delaware,Wholesale,3,897934,2088,0.3341,1.4368
Delaware,"Agriculture, Forestry, Fishing",0,897934,2088,0,0
Delaware,Construction,0,897934,2088,0,0
Florida,"Oil & Gas Extraction, Mining",4,18801310,14966,0.0213,0.2673
Florida,"Manufacturing, Durable Goods",476,18801310,14966,2.5317,31.8054
Florida,"Manufacturing, Nondurable Goods",197,18801310,14966,1.0478,13.1632
Florida,"Transportation, Communications, Utilities",597,18801310,14966,3.1753,39.8904
Florida,Retail Trade,223,18801310,14966,1.1861,14.9004
Florida,"Finance, Insurance, Real Estate",404,18801310,14966,2.1488,26.9945
Florida,Services,438,18801310,14966,2.3296,29.2663
Florida,Construction,1,18801310,14966,0.0053,0.0668
Florida,Wholesale,16,18801310,14966,0.0851,1.0691
Florida,"Agriculture, Forestry, Fishing",0,18801310,14966,0,0
Georgia,"Oil & Gas Extraction, Mining",1,9687653,22416,0.0103,0.0446
Georgia,"Manufacturing, Durable Goods",279,9687653,22416,2.88,12.4465
Georgia,"Manufacturing, Nondurable Goods",197,9687653,22416,2.0335,8.7884
Georgia,"Transportation, Communications, Utilities",327,9687653,22416,3.3754,14.5878
Georgia,Retail Trade,84,9687653,22416,0.8671,3.7473
Georgia,"Finance, Insurance, Real Estate",108,9687653,22416,1.1148,4.818
Georgia,Services,220,9687653,22416,2.2709,9.8144
Georgia,Wholesale,11,9687653,22416,0.1135,0.4907
Georgia,"Agriculture, Forestry, Fishing",0,9687653,22416,0,0
Georgia,Construction,0,9687653,22416,0,0
Hawaii,"Manufacturing, Durable Goods",3,1360301,85,0.2205,35.2941
Hawaii,"Transportation, Communications, Utilities",5,1360301,85,0.3676,58.8235
Hawaii,Retail Trade,1,1360301,85,0.0735,11.7647
